code,current_price,ma5,ma20,entry_price,stop_loss,take_profit,position_size,priority,created_time
688601,38.4,36.13199999999999,36.064,39.168,36.48,41.472,200,1,2025-06-09 14:01:25
603322,40.98,39.024,36.214,41.7996,38.931,44.2584,200,1,2025-06-09 14:01:25
