日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-07,301413,77.66,68.99,79.63,68.99,28579,210096991.0,12.33,-20.07,-17.32,5.43
2025-04-08,301413,69.9,67.7,70.48,65.91,34842,238844831.0,6.62,-1.87,-1.29,6.62
2025-04-09,301413,66.3,72.15,72.9,61.7,35834,248722801.0,16.54,6.57,4.45,6.8
2025-04-10,301413,75.54,77.3,80.57,75.54,37446,294513441.0,6.97,7.14,5.15,7.11
2025-04-11,301413,76.67,83.0,84.89,76.67,37538,309342324.0,10.63,7.37,5.7,7.13
2025-04-14,301413,83.02,83.7,85.94,83.02,26730,226069055.0,3.52,0.84,0.7,5.08
2025-04-15,301413,83.7,84.64,86.66,83.34,21339,182058940.0,3.97,1.12,0.94,4.05
2025-04-16,301413,84.28,83.45,85.14,81.7,19047,159702338.0,4.06,-1.41,-1.19,3.62
2025-04-17,301413,82.96,83.17,85.6,82.7,15394,129681879.0,3.48,-0.34,-0.28,2.92
2025-04-18,301413,83.7,81.27,84.35,80.92,10706,88121783.0,4.12,-2.28,-1.9,2.03
2025-04-21,301413,79.7,84.6,85.65,77.99,22644,187337641.0,9.43,4.1,3.33,4.3
2025-04-22,301413,83.7,83.92,86.0,83.51,18477,157043435.0,2.94,-0.8,-0.68,3.51
2025-04-23,301413,86.7,91.63,92.21,84.7,34121,303229566.0,8.95,9.19,7.71,6.48
2025-04-24,301413,90.77,92.87,94.69,89.79,29284,272765562.0,5.35,1.35,1.24,5.56
2025-04-25,301413,91.93,90.6,92.87,89.7,19852,180905889.0,3.41,-2.44,-2.27,3.77
2025-04-28,301413,90.7,89.42,92.2,88.71,13585,123072288.0,3.85,-1.3,-1.18,2.58
2025-04-29,301413,90.95,94.71,95.68,88.83,29104,273175989.0,7.66,5.92,5.29,5.53
2025-04-30,301413,94.42,96.17,97.25,94.06,29061,279479194.0,3.37,1.54,1.46,5.52
2025-05-06,301413,96.7,96.64,97.28,94.7,26596,256239655.0,2.68,0.49,0.47,5.05
2025-05-07,301413,97.6,94.58,98.13,92.29,23890,228200340.0,6.04,-2.13,-2.06,4.54
2025-05-08,301413,94.27,93.6,95.1,92.42,16210,152066614.0,2.83,-1.04,-0.98,3.08
2025-05-09,301413,92.8,89.92,93.59,89.3,18394,167018164.0,4.58,-3.93,-3.68,3.49
2025-05-12,301413,91.17,94.9,94.97,90.96,27889,262281226.0,4.46,5.54,4.98,5.3
2025-05-13,301413,94.94,92.85,95.69,92.55,16144,151936903.0,3.31,-2.16,-2.05,3.07
2025-05-14,301413,92.86,90.69,92.88,88.58,23206,210376657.0,4.63,-2.33,-2.16,4.41
2025-05-15,301413,89.88,88.3,90.61,87.71,12887,114541827.0,3.2,-2.64,-2.39,2.45
2025-05-16,301413,87.96,88.35,90.07,87.34,22881,203438085.0,3.09,0.06,0.05,4.34
2025-05-19,301413,87.71,86.64,87.71,84.19,19936,171491579.0,3.98,-1.94,-1.71,3.79
2025-05-20,301413,86.7,87.14,89.25,85.42,16704,146633176.0,4.42,0.58,0.5,3.17
2025-05-21,301413,87.69,84.17,87.69,82.52,25202,213016612.0,5.93,-3.41,-2.97,4.79
2025-05-22,301413,84.0,82.86,85.32,82.78,11855,99726179.0,3.02,-1.56,-1.31,2.25
2025-05-23,301413,83.11,81.41,85.15,81.23,15436,128582522.0,4.73,-1.75,-1.45,2.93
2025-05-26,301413,81.1,80.33,81.4,79.03,16218,130500935.0,2.91,-1.33,-1.08,3.08
2025-05-27,301413,80.34,78.69,80.34,77.2,26361,206897257.0,3.91,-2.04,-1.64,5.01
2025-05-28,301413,78.75,77.89,79.91,77.51,12873,101410124.0,3.05,-1.02,-0.8,2.44
2025-05-29,301413,77.81,77.92,78.88,77.27,15521,121038896.0,2.07,0.04,0.03,2.95
2025-05-30,301413,77.17,73.9,77.8,73.61,27933,209418300.0,5.38,-5.16,-4.02,5.3
2025-06-03,301413,73.49,73.75,75.26,73.3,16774,124623721.0,2.65,-0.2,-0.15,3.18
2025-06-04,301413,74.41,76.01,76.88,73.52,26615,200912004.0,4.56,3.06,2.26,5.05
2025-06-05,301413,76.0,78.32,79.37,74.67,34677,269497304.34,6.18,3.04,2.31,6.58
