日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-08,301367,64.6,62.51,68.09,60.62,29388,186200339.0,11.76,-1.62,-1.03,5.2
2025-04-09,301367,60.84,63.09,63.4,58.03,26154,161461371.0,8.59,0.93,0.58,4.63
2025-04-10,301367,65.1,66.87,69.2,63.9,29509,199028462.0,8.4,5.99,3.78,5.22
2025-04-11,301367,65.66,67.8,68.99,65.66,14929,101825792.0,4.98,1.39,0.93,2.64
2025-04-14,301367,68.2,70.31,71.09,67.11,21635,151058084.0,5.87,3.7,2.51,3.83
2025-04-15,301367,69.89,68.55,70.56,68.45,10701,74239198.0,3.0,-2.5,-1.76,1.89
2025-04-16,301367,68.25,65.58,68.33,64.93,14407,95932915.0,4.96,-4.33,-2.97,2.55
2025-04-17,301367,65.65,69.88,70.51,65.31,21315,147309570.0,7.93,6.56,4.3,3.77
2025-04-18,301367,69.2,69.04,70.5,67.71,12711,87995624.0,3.99,-1.2,-0.84,2.25
2025-04-21,301367,70.5,74.91,75.37,70.08,25683,189830996.0,7.66,8.5,5.87,4.54
2025-04-22,301367,74.28,74.45,75.69,73.9,11923,89566420.0,2.39,-0.61,-0.46,2.11
2025-04-23,301367,74.94,74.85,76.75,74.29,15689,118763309.0,3.3,0.54,0.4,2.78
2025-04-24,301367,74.8,76.78,77.8,73.39,20536,156824181.0,5.89,2.58,1.93,3.63
2025-04-25,301367,76.78,73.55,77.0,73.26,20764,155504960.0,4.87,-4.21,-3.23,3.67
2025-04-28,301367,72.85,71.8,74.4,71.48,13662,99621874.0,3.97,-2.38,-1.75,2.42
2025-04-29,301367,71.48,71.18,72.52,70.26,12012,86152006.0,3.15,-0.86,-0.62,2.13
2025-04-30,301367,71.18,72.68,73.88,70.6,13196,96069281.0,4.61,2.11,1.5,2.33
2025-05-06,301367,74.6,77.58,78.93,74.6,25304,196958672.0,5.96,6.74,4.9,4.48
2025-05-07,301367,82.48,79.5,87.04,78.02,35719,292003804.0,11.63,2.47,1.92,6.32
2025-05-08,301367,80.4,80.1,83.58,78.68,25736,210795347.0,6.16,0.75,0.6,4.55
2025-05-09,301367,78.82,80.5,82.45,78.21,21404,171905995.0,5.29,0.5,0.4,3.79
2025-05-12,301367,82.5,82.98,84.04,80.1,26118,216743870.0,4.89,3.08,2.48,4.62
2025-05-13,301367,83.6,82.6,86.28,81.93,27931,236326232.0,5.24,-0.46,-0.38,4.94
2025-05-14,301367,82.75,81.5,84.03,80.6,15923,131061804.0,4.15,-1.33,-1.1,2.82
2025-05-15,301367,81.38,81.84,83.48,80.89,14565,120519861.0,3.18,0.42,0.34,2.58
2025-05-16,301367,81.84,82.92,84.58,81.13,14924,124745560.0,4.22,1.32,1.08,2.64
2025-05-19,301367,83.44,89.56,90.6,83.44,34241,303125300.0,8.63,8.01,6.64,6.06
2025-05-20,301367,90.6,92.2,92.6,87.37,23928,217442694.0,5.84,2.95,2.64,4.23
2025-05-21,301367,92.2,89.59,94.19,88.14,20916,189630636.0,6.56,-2.83,-2.61,3.7
2025-05-22,301367,88.78,86.92,90.63,86.72,13324,118291950.0,4.36,-2.98,-2.67,2.36
2025-05-23,301367,86.9,87.93,89.47,85.7,15117,133224816.0,4.34,1.16,1.01,2.67
2025-05-26,301367,87.97,85.31,88.16,83.94,16070,137941128.0,4.8,-2.98,-2.62,2.84
2025-05-27,301367,85.0,86.28,86.43,84.45,9254,79525938.0,2.32,1.14,0.97,1.64
2025-05-28,301367,86.27,85.96,86.99,85.41,9941,85482834.0,1.83,-0.37,-0.32,1.76
2025-05-29,301367,85.97,87.68,89.33,85.81,15277,133633762.0,4.09,2.0,1.72,2.7
2025-05-30,301367,87.68,84.58,88.1,84.52,15775,135628104.0,4.08,-3.54,-3.1,2.79
2025-06-03,301367,84.76,84.06,86.27,83.98,13779,117252655.0,2.71,-0.61,-0.52,2.44
2025-06-04,301367,84.44,82.91,84.48,81.41,15773,130505743.0,3.65,-1.37,-1.15,2.79
2025-06-05,301367,82.75,82.27,83.94,80.82,15908,130596391.0,3.76,-0.77,-0.64,2.81
2025-06-06,301367,83.8,85.56,87.76,83.5,24869,213785958.58,5.18,4.0,3.29,4.4
