日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-08,301500,17.06,17.59,18.04,17.06,55228,97273664.0,5.81,4.27,0.72,5.37
2025-04-09,301500,17.24,17.93,18.1,16.39,44823,78033967.0,9.72,1.93,0.34,4.36
2025-04-10,301500,18.5,18.48,18.88,18.29,45823,84933971.0,3.29,3.07,0.55,4.45
2025-04-11,301500,18.9,19.26,19.87,18.65,68161,130535229.0,6.6,4.22,0.78,6.62
2025-04-14,301500,19.08,18.82,19.44,18.65,69718,132219711.0,4.1,-2.28,-0.44,6.78
2025-04-15,301500,18.82,18.68,18.96,18.45,34175,63711775.0,2.71,-0.74,-0.14,3.32
2025-04-16,301500,18.71,18.64,19.01,18.29,32890,61350914.0,3.85,-0.21,-0.04,3.2
2025-04-17,301500,19.0,18.9,19.8,18.82,60347,116114516.0,5.26,1.39,0.26,5.86
2025-04-18,301500,18.64,18.34,18.83,18.17,37186,68457215.0,3.49,-2.96,-0.56,3.61
2025-04-21,301500,18.48,19.13,19.37,18.37,43739,83118461.0,5.45,4.31,0.79,4.25
2025-04-22,301500,19.35,19.88,20.7,19.35,61240,121665038.0,7.06,3.92,0.75,5.95
2025-04-23,301500,19.79,19.31,19.8,19.26,46833,90854842.0,2.72,-2.87,-0.57,4.55
2025-04-24,301500,19.2,19.1,19.52,19.02,25458,48971214.0,2.59,-1.09,-0.21,2.47
2025-04-25,301500,19.17,19.25,19.4,19.13,19396,37394308.0,1.41,0.79,0.15,1.89
2025-04-28,301500,19.24,19.13,19.42,18.91,24635,47318760.0,2.65,-0.62,-0.12,2.39
2025-04-29,301500,18.95,19.13,19.49,18.88,18151,35023255.0,3.19,0.0,0.0,1.76
2025-04-30,301500,19.17,18.85,19.3,18.85,21320,40524045.0,2.35,-1.46,-0.28,2.07
2025-05-06,301500,19.08,19.47,19.48,18.95,24079,46490533.0,2.81,3.29,0.62,2.34
2025-05-07,301500,19.6,19.35,19.78,19.19,21882,42443149.0,3.03,-0.62,-0.12,2.13
2025-05-08,301500,19.26,19.46,19.52,19.16,19137,37140125.0,1.86,0.57,0.11,1.86
2025-05-09,301500,19.49,19.6,19.79,19.3,29553,57846295.0,2.52,0.72,0.14,2.87
2025-05-12,301500,19.75,19.7,19.85,19.47,23403,45853038.0,1.94,0.51,0.1,2.27
2025-05-13,301500,19.83,19.57,19.84,19.4,20644,40369679.0,2.23,-0.66,-0.13,2.01
2025-05-14,301500,19.52,19.55,19.72,19.43,18658,36521673.0,1.48,-0.1,-0.02,1.81
2025-05-15,301500,19.6,19.35,19.6,19.12,16498,31923014.0,2.46,-1.02,-0.2,1.6
2025-05-16,301500,19.41,19.47,19.63,19.27,14654,28577140.0,1.86,0.62,0.12,1.42
2025-05-19,301500,19.54,19.75,20.09,19.2,23471,45943058.0,4.57,1.44,0.28,2.28
2025-05-20,301500,19.64,19.98,20.06,19.58,24846,49296001.0,2.43,1.16,0.23,2.41
2025-05-21,301500,20.0,20.03,20.14,19.67,22617,44994019.0,2.35,0.25,0.05,2.2
2025-05-22,301500,19.88,19.48,20.08,19.4,25173,49609265.0,3.39,-2.75,-0.55,2.45
2025-05-23,301500,19.41,19.39,19.72,19.33,16256,31721393.0,2.0,-0.46,-0.09,1.58
2025-05-26,301500,19.44,19.75,19.86,19.38,18720,36913905.0,2.48,1.86,0.36,1.82
2025-05-27,301500,19.74,19.9,19.93,19.41,20205,39927081.0,2.63,0.76,0.15,1.96
2025-05-28,301500,19.84,20.09,20.44,19.84,37787,76165348.0,3.02,0.95,0.19,3.67
2025-05-29,301500,20.03,20.19,20.4,19.9,31450,63464681.0,2.49,0.5,0.1,3.06
2025-05-30,301500,20.19,20.19,20.55,19.91,28996,58407770.0,3.17,0.0,0.0,2.82
2025-06-03,301500,20.34,20.33,20.45,20.11,31860,64641450.0,1.68,0.69,0.14,3.1
2025-06-04,301500,20.2,20.27,20.57,20.18,31370,63890313.0,1.92,-0.3,-0.06,3.05
2025-06-05,301500,20.17,20.1,20.31,20.02,21138,42578485.0,1.43,-0.84,-0.17,2.05
2025-06-06,301500,20.1,20.8,21.11,20.08,84509,175459307.4,5.12,3.48,0.7,8.21
