日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-07,301382,36.04,31.22,36.87,31.22,139617,467372871.0,14.48,-20.01,-7.81,10.22
2025-04-08,301382,32.0,32.8,33.95,31.6,135451,444151045.0,7.53,5.06,1.58,9.92
2025-04-09,301382,32.6,33.71,34.21,30.05,152897,500356071.0,12.68,2.77,0.91,11.19
2025-04-10,301382,34.98,35.45,36.8,34.8,159000,569950232.0,5.93,5.16,1.74,11.64
2025-04-11,301382,34.92,35.89,36.38,34.8,107859,384826619.0,4.46,1.24,0.44,7.9
2025-04-14,301382,36.61,36.2,37.3,36.07,103480,378523403.0,3.43,0.86,0.31,7.58
2025-04-15,301382,36.19,35.68,36.69,35.4,68641,246350414.0,3.56,-1.44,-0.52,5.03
2025-04-16,301382,35.8,34.46,35.83,33.86,100548,347529474.0,5.52,-3.42,-1.22,7.36
2025-04-17,301382,34.3,34.49,35.48,34.29,74952,261681864.0,3.45,0.09,0.03,5.49
2025-04-18,301382,34.7,34.41,35.1,33.88,72846,251011793.0,3.54,-0.23,-0.08,5.33
2025-04-21,301382,34.24,35.93,35.98,34.1,101837,358990353.0,5.46,4.42,1.52,7.46
2025-04-22,301382,35.81,35.15,36.26,35.0,77837,276177044.0,3.51,-2.17,-0.78,5.7
2025-04-23,301382,35.33,35.85,36.27,35.32,95902,343700278.0,2.7,1.99,0.7,7.02
2025-04-24,301382,35.8,34.37,36.15,34.1,86518,301105521.0,5.72,-4.13,-1.48,6.33
2025-04-25,301382,34.39,34.61,35.14,34.21,67668,234919018.0,2.71,0.7,0.24,4.95
2025-04-28,301382,35.08,35.61,37.98,35.08,175543,637811405.0,8.38,2.89,1.0,12.85
2025-04-29,301382,35.51,36.7,37.25,35.5,175719,644750451.0,4.91,3.06,1.09,12.87
2025-04-30,301382,36.89,39.38,39.78,36.4,245116,945106390.0,9.21,7.3,2.68,17.95
2025-05-06,301382,39.92,41.5,42.38,39.67,232907,954180719.0,6.88,5.38,2.12,17.05
2025-05-07,301382,41.91,43.76,43.78,40.58,287170,1209773389.0,7.71,5.45,2.26,21.03
2025-05-08,301382,42.8,42.82,43.26,42.22,195508,834564917.0,2.38,-2.15,-0.94,14.31
2025-05-09,301382,42.5,41.8,44.57,41.21,245181,1057045696.0,7.85,-2.38,-1.02,17.95
2025-05-12,301382,41.41,41.92,42.33,41.15,160031,667250086.0,2.82,0.29,0.12,11.72
2025-05-13,301382,42.37,40.98,42.4,40.84,133454,554193684.0,3.72,-2.24,-0.94,9.77
2025-05-14,301382,41.22,41.66,42.1,40.81,115528,479550965.0,3.15,1.66,0.68,8.46
2025-05-15,301382,40.6,39.4,40.6,39.34,143390,569048173.0,3.02,-5.42,-2.26,10.5
2025-05-16,301382,39.49,40.19,40.76,39.2,103061,413746250.0,3.96,2.01,0.79,7.55
2025-05-19,301382,39.99,39.23,40.58,38.92,97306,383407364.0,4.13,-2.39,-0.96,7.12
2025-05-20,301382,39.25,39.41,39.55,38.6,78204,306594330.0,2.42,0.46,0.18,5.73
2025-05-21,301382,39.32,38.33,39.4,38.05,84089,323550912.0,3.43,-2.74,-1.08,6.16
2025-05-22,301382,38.3,38.03,39.1,37.85,75818,291019630.0,3.26,-0.78,-0.3,5.55
2025-05-23,301382,37.88,37.04,38.33,36.8,78544,294919096.0,4.02,-2.6,-0.99,5.75
2025-05-26,301382,36.98,37.57,37.57,36.86,56091,208981665.0,1.92,1.43,0.53,4.11
2025-05-27,301382,37.57,36.83,37.6,36.56,48444,178746768.0,2.77,-1.97,-0.74,3.55
2025-05-28,301382,36.79,36.55,37.14,36.28,45949,168107421.0,2.34,-0.76,-0.28,3.36
2025-05-29,301382,36.55,37.32,37.48,36.43,78064,289083444.0,2.87,2.11,0.77,5.72
2025-05-30,301382,37.11,35.76,37.12,35.54,78881,284598625.0,4.23,-4.18,-1.56,5.78
2025-06-03,301382,35.6,35.75,36.3,35.52,43200,155346465.0,2.18,-0.03,-0.01,3.16
2025-06-04,301382,35.88,36.46,36.57,35.6,63093,228992033.0,2.71,1.99,0.71,4.62
2025-06-05,301382,36.3,37.62,37.96,36.2,110655,411368262.82,4.83,3.18,1.16,8.1
