日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-08,003002,21.28,21.4,21.55,19.66,47275,97756784.1,8.86,0.38,0.08,2.59
2025-04-09,003002,21.24,23.2,23.34,19.86,44803,97925088.0,16.26,8.41,1.8,2.45
2025-04-10,003002,23.15,23.12,23.75,22.76,36292,84822616.8,4.27,-0.34,-0.08,1.98
2025-04-11,003002,23.11,23.75,23.84,22.76,24538,57863373.0,4.67,2.72,0.63,1.34
2025-04-14,003002,23.92,24.31,24.48,23.74,18924,46054250.82,3.12,2.36,0.56,1.03
2025-04-15,003002,24.55,24.21,24.55,23.9,10232,24861142.88,2.67,-0.41,-0.1,0.56
2025-04-16,003002,24.45,23.83,24.45,23.35,14735,35234034.0,4.54,-1.57,-0.38,0.81
2025-04-17,003002,23.82,23.53,24.05,23.23,13015,30795559.0,3.44,-1.26,-0.3,0.71
2025-04-18,003002,23.53,24.87,25.25,23.1,43589,107440035.0,9.14,5.69,1.34,2.38
2025-04-21,003002,24.62,24.99,25.29,24.58,45088,113378496.32,2.85,0.48,0.12,2.47
2025-04-22,003002,24.75,25.15,25.41,24.58,22474,56704008.0,3.32,0.64,0.16,1.23
2025-04-23,003002,25.0,26.15,26.65,24.9,44722,116868676.0,6.96,3.98,1.0,2.45
2025-04-24,003002,26.15,26.85,27.45,25.86,54770,147888672.0,6.08,2.68,0.7,2.99
2025-04-25,003002,26.79,26.32,26.85,25.71,34879,92254135.0,4.25,-1.97,-0.53,1.91
2025-04-28,003002,26.29,25.45,26.44,25.25,30965,79790685.0,4.52,-3.31,-0.87,1.69
2025-04-29,003002,25.7,25.69,26.3,25.43,28187,73131862.0,3.42,0.94,0.24,1.54
2025-04-30,003002,25.85,26.38,26.55,25.44,36522,96103288.33,4.32,2.69,0.69,2.0
2025-05-06,003002,26.38,28.1,28.1,26.06,52037,142740781.0,7.73,6.52,1.72,2.85
2025-05-07,003002,28.11,27.65,28.34,27.32,46337,129244575.0,3.63,-1.6,-0.45,2.53
2025-05-08,003002,27.85,27.83,27.96,27.35,23645,65984308.0,2.21,0.65,0.18,1.29
2025-05-09,003002,27.73,27.55,27.8,26.97,26851,74079466.24,2.98,-1.01,-0.28,1.47
2025-05-12,003002,27.55,28.01,28.34,27.42,39928,111701804.0,3.34,1.67,0.46,2.18
2025-05-13,003002,28.13,27.64,28.13,27.09,29210,80398324.0,3.71,-1.32,-0.37,1.6
2025-05-14,003002,27.37,27.28,27.83,27.15,16593,45705995.5,2.46,-1.3,-0.36,0.91
2025-05-15,003002,27.07,26.52,27.34,26.45,23886,64173471.0,3.26,-2.79,-0.76,1.31
2025-05-16,003002,26.45,26.68,26.95,26.35,14429,38689720.0,2.26,0.6,0.16,0.79
2025-05-19,003002,26.62,26.48,26.85,26.15,14934,39802947.8,2.62,-0.75,-0.2,0.82
2025-05-20,003002,26.48,26.44,26.69,26.08,21018,55584188.0,2.3,-0.15,-0.04,1.15
2025-05-21,003002,26.45,26.53,27.02,26.07,28224,75308561.0,3.59,0.34,0.09,1.54
2025-05-22,003002,26.37,26.36,27.21,26.29,21706,58322610.0,3.47,-0.64,-0.17,1.19
2025-05-23,003002,26.29,25.55,26.5,25.55,18947,49552811.0,3.6,-3.07,-0.81,1.04
2025-05-26,003002,25.59,25.65,25.9,25.26,24169,62053814.0,2.5,0.39,0.1,1.32
2025-05-27,003002,25.81,25.6,25.87,25.28,13748,35236841.0,2.3,-0.19,-0.05,0.75
2025-05-28,003002,25.6,26.0,26.65,25.6,24701,64974581.44,4.1,1.56,0.4,1.35
2025-05-29,003002,25.94,26.59,26.63,25.94,32785,86914925.0,2.65,2.27,0.59,1.79
2025-05-30,003002,26.69,26.82,26.99,25.93,32546,86543536.53,3.99,0.86,0.23,1.78
2025-06-03,003002,26.41,26.93,27.28,26.21,28222,75752655.08,3.99,0.41,0.11,1.54
2025-06-04,003002,27.0,26.7,27.38,26.4,30693,82155249.0,3.64,-0.85,-0.23,1.68
2025-06-05,003002,26.7,26.82,27.16,26.49,26099,69901181.0,2.51,0.45,0.12,1.43
2025-06-06,003002,26.66,27.79,28.31,26.66,80907,224257223.8,6.15,3.62,0.97,4.42
