日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-05-06,300138,10.74,11.05,11.05,10.69,171807,189086509.0,3.38,3.66,0.39,4.31
2025-05-07,300138,11.09,10.99,11.22,10.93,169476,189764992.0,2.62,-0.54,-0.06,4.25
2025-05-08,300138,10.94,11.36,11.42,10.8,209626,237253782.0,5.64,3.37,0.37,5.26
2025-05-09,300138,11.34,11.4,11.55,11.17,181503,208554402.0,3.35,0.35,0.04,4.56
2025-05-12,300138,11.42,11.13,11.65,11.04,179121,203733529.0,5.35,-2.37,-0.27,4.5
2025-05-13,300138,11.24,11.18,11.24,11.06,104779,118192308.0,1.62,0.45,0.05,2.63
2025-05-14,300138,11.17,11.01,11.19,10.98,100316,111899520.0,1.88,-1.52,-0.17,2.52
2025-05-15,300138,11.0,11.01,11.17,10.91,103739,115773739.0,2.36,0.0,0.0,2.6
2025-05-16,300138,10.98,11.0,11.04,10.81,87159,95265151.0,2.09,-0.09,-0.01,2.19
2025-05-19,300138,11.0,11.19,11.26,10.88,97104,107232815.0,3.45,1.73,0.19,2.44
2025-05-20,300138,11.18,11.28,11.53,11.09,193030,218390012.0,3.93,0.8,0.09,4.85
2025-05-21,300138,11.17,11.38,11.62,11.15,168110,191772239.0,4.17,0.89,0.1,4.22
2025-05-22,300138,11.28,11.01,11.34,10.95,147344,163841388.0,3.43,-3.25,-0.37,3.7
2025-05-23,300138,11.01,10.96,11.26,10.95,91605,101712173.0,2.82,-0.45,-0.05,2.3
2025-05-26,300138,10.96,10.84,11.0,10.7,115965,125512676.0,2.74,-1.09,-0.12,2.91
2025-05-27,300138,10.82,11.27,11.33,10.78,151378,168100149.0,5.07,3.97,0.43,3.8
2025-05-28,300138,11.27,11.12,11.39,11.08,83966,93649653.0,2.75,-1.33,-0.15,2.11
2025-05-29,300138,11.09,11.13,11.19,10.95,83149,92160700.0,2.16,0.09,0.01,2.09
2025-05-30,300138,11.12,11.21,11.39,11.11,100831,113573236.0,2.52,0.72,0.08,2.53
2025-06-03,300138,11.13,11.37,11.43,11.1,113385,128102135.0,2.94,1.43,0.16,2.85
2025-06-04,300138,11.39,11.7,11.74,11.28,157426,181531344.0,4.05,2.9,0.33,3.95
2025-06-05,300138,11.7,11.27,11.79,11.21,156796,179077018.0,4.96,-3.68,-0.43,3.94
2025-06-06,300138,11.27,11.24,11.37,11.19,85517,96179121.0,1.6,-0.27,-0.03,2.15
2025-06-09,300138,11.25,11.34,11.41,11.18,75406,85328267.0,2.05,0.89,0.1,1.89
2025-06-10,300138,11.3,11.28,11.39,11.15,112370,126578742.0,2.12,-0.53,-0.06,2.82
2025-06-11,300138,11.26,11.19,11.36,11.18,66424,74749419.0,1.6,-0.8,-0.09,1.67
2025-06-12,300138,11.18,11.09,11.24,10.95,85559,94695671.0,2.59,-0.89,-0.1,2.15
2025-06-13,300138,11.08,10.8,11.09,10.8,76061,82824203.0,2.61,-2.61,-0.29,1.91
2025-06-16,300138,10.82,11.27,11.39,10.79,164598,184958736.0,5.56,4.35,0.47,4.13
2025-06-17,300138,11.28,11.95,12.03,11.19,323042,376249555.0,7.45,6.03,0.68,8.11
2025-06-18,300138,11.9,11.97,12.07,11.71,149901,178361310.0,3.01,0.17,0.02,3.76
2025-06-19,300138,11.91,12.0,12.08,11.7,140344,166206436.0,3.17,0.25,0.03,3.52
2025-06-20,300138,11.86,12.25,12.79,11.85,255738,315193068.0,7.83,2.08,0.25,6.42
2025-06-23,300138,12.04,12.15,12.19,11.86,136890,164469920.0,2.69,-0.82,-0.1,3.44
2025-06-24,300138,12.15,12.4,12.49,12.08,113798,140165635.0,3.37,2.06,0.25,2.86
2025-06-25,300138,12.41,12.12,12.49,12.03,102918,125092543.0,3.71,-2.26,-0.28,2.58
2025-06-26,300138,12.07,12.05,12.13,11.93,83990,100924283.0,1.65,-0.58,-0.07,2.11
2025-06-27,300138,12.03,12.21,12.25,11.97,84081,102032583.0,2.32,1.33,0.16,2.11
2025-06-30,300138,12.2,12.12,12.28,11.97,68159,82327480.0,2.54,-0.74,-0.09,1.71
2025-07-01,300138,12.19,12.87,13.28,12.08,218516,276329136.0,9.9,6.19,0.75,5.49
2025-07-02,300138,12.73,12.77,12.88,12.48,170570,216232829.0,3.11,-0.78,-0.1,4.28
2025-07-03,300138,12.86,13.05,13.19,12.78,157452,204657118.0,3.21,2.19,0.28,3.95
2025-07-04,300138,12.96,13.61,13.76,12.88,262129,352290199.53,6.74,4.29,0.56,6.58
