日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-07,688661,39.81,35.55,41.0,35.55,69161,263172765.0,12.26,-20.0,-8.89,5.93
2025-04-08,688661,36.5,36.15,38.31,34.85,71246,260138205.0,9.73,1.69,0.6,6.11
2025-04-09,688661,35.22,38.12,38.66,32.89,64745,235794627.0,15.96,5.45,1.97,5.55
2025-04-10,688661,40.8,39.93,41.33,39.6,48208,194564364.0,4.54,4.75,1.81,4.13
2025-04-11,688661,39.0,41.03,42.48,39.0,57273,235683291.0,8.72,2.75,1.1,4.91
2025-04-14,688661,42.02,41.19,42.45,40.82,39308,163843476.0,3.97,0.39,0.16,3.37
2025-04-15,688661,41.0,40.73,41.41,40.02,23639,95881305.0,3.37,-1.12,-0.46,2.03
2025-04-16,688661,40.5,39.46,40.88,38.84,24766,98434036.0,5.01,-3.12,-1.27,2.12
2025-04-17,688661,39.01,39.11,40.65,38.72,23817,95115045.0,4.89,-0.89,-0.35,2.04
2025-04-18,688661,39.11,39.5,40.0,38.73,22938,90315879.0,3.25,1.0,0.39,1.97
2025-04-21,688661,39.63,40.66,40.79,39.18,23257,93461095.0,4.08,2.94,1.16,1.99
2025-04-22,688661,40.38,40.22,41.5,40.09,27837,113310907.0,3.47,-1.08,-0.44,2.39
2025-04-23,688661,40.82,41.27,41.68,40.53,28693,118351773.0,2.86,2.61,1.05,2.46
2025-04-24,688661,40.86,39.9,41.23,39.62,24532,99143720.0,3.9,-3.32,-1.37,2.1
2025-04-25,688661,39.61,40.45,41.21,39.61,22872,92920414.0,4.01,1.38,0.55,1.96
2025-04-28,688661,41.2,40.34,41.2,39.96,19918,80493302.0,3.07,-0.27,-0.11,1.71
2025-04-29,688661,40.02,41.75,42.3,40.02,33228,137082153.0,5.65,3.5,1.41,2.85
2025-04-30,688661,42.57,42.9,43.25,40.98,38228,161868478.0,5.44,2.75,1.15,3.28
2025-05-06,688661,43.48,45.3,45.38,43.31,41223,184202317.0,4.83,5.59,2.4,3.53
2025-05-07,688661,46.0,44.53,46.07,43.82,32734,147128257.0,4.97,-1.7,-0.77,2.81
2025-05-08,688661,44.8,45.4,46.49,44.41,29678,135232001.0,4.67,1.95,0.87,2.54
2025-05-09,688661,44.96,43.47,45.19,43.35,31914,140024264.0,4.05,-4.25,-1.93,2.74
2025-05-12,688661,44.11,44.58,44.8,44.1,21879,97275072.0,1.61,2.55,1.11,1.88
2025-05-13,688661,45.7,44.0,45.88,43.89,25677,114991558.0,4.46,-1.3,-0.58,2.2
2025-05-14,688661,44.5,44.85,46.25,43.82,38777,174524266.0,5.52,1.93,0.85,3.32
2025-05-15,688661,44.75,43.38,44.95,43.21,24835,108573466.0,3.88,-3.28,-1.47,2.13
2025-05-16,688661,43.32,44.23,46.07,42.88,39514,176520303.0,7.35,1.96,0.85,3.39
2025-05-19,688661,43.97,43.02,44.19,42.0,32843,140743043.0,4.95,-2.74,-1.21,2.82
2025-05-20,688661,43.73,43.29,43.73,42.62,20410,88190281.0,2.58,0.63,0.27,1.75
2025-05-21,688661,43.0,42.44,43.5,42.04,20514,87011202.0,3.37,-1.96,-0.85,1.76
2025-05-22,688661,42.0,41.84,42.97,41.68,18780,79287052.0,3.04,-1.41,-0.6,1.61
2025-05-23,688661,41.84,41.28,42.55,41.05,22775,95292817.0,3.59,-1.34,-0.56,1.95
2025-05-26,688661,41.2,41.62,41.73,41.1,15474,64119096.0,1.53,0.82,0.34,1.33
2025-05-27,688661,41.7,40.47,41.7,40.44,16001,65266155.0,3.03,-2.76,-1.15,1.37
2025-05-28,688661,40.67,40.63,41.19,40.5,16498,67281698.0,1.7,0.4,0.16,1.41
2025-05-29,688661,41.44,42.03,43.34,41.42,29706,125594473.0,4.73,3.45,1.4,2.55
2025-05-30,688661,41.5,40.56,41.5,40.35,21110,86118990.0,2.74,-3.5,-1.47,1.81
2025-06-03,688661,39.6,40.62,41.13,39.6,14809,60296850.0,3.77,0.15,0.06,1.27
2025-06-04,688661,40.97,43.59,44.66,40.61,53467,230823058.0,9.97,7.31,2.97,4.58
2025-06-05,688661,42.81,45.28,45.46,41.92,55618,243013249.0,8.12,3.88,1.69,4.77
