日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-08,600590,8.6,8.6,8.6,8.6,84069,72299340.0,0.0,-9.95,-0.95,1.0
2025-04-09,600590,7.74,8.9,9.33,7.74,1106354,950304957.0,18.49,3.49,0.3,13.12
2025-04-10,600590,8.99,9.79,9.79,8.87,1342892,1278623477.0,10.34,10.0,0.89,15.92
2025-04-11,600590,9.5,9.58,9.99,9.25,825279,790537114.0,7.56,-2.15,-0.21,9.78
2025-04-14,600590,9.73,10.54,10.54,9.73,1055980,1093759584.0,8.46,10.02,0.96,12.52
2025-04-15,600590,10.56,10.32,10.79,10.02,787249,810453599.0,7.31,-2.09,-0.22,9.33
2025-04-16,600590,10.0,9.29,10.1,9.29,881262,837936034.0,7.85,-9.98,-1.03,10.45
2025-04-17,600590,9.09,9.06,9.4,9.05,458781,422878143.0,3.77,-2.48,-0.23,5.44
2025-04-18,600590,9.0,8.83,9.14,8.82,332448,296025461.0,3.53,-2.54,-0.23,3.94
2025-04-21,600590,8.77,9.14,9.35,8.67,487875,439710863.0,7.7,3.51,0.31,5.78
2025-04-22,600590,9.19,8.68,9.19,8.6,392378,344255175.0,6.46,-5.03,-0.46,4.65
2025-04-23,600590,8.56,8.65,8.76,8.24,521735,445333948.0,5.99,-0.35,-0.03,6.18
2025-04-24,600590,8.5,8.17,8.54,8.1,393462,326622654.0,5.09,-5.55,-0.48,4.66
2025-04-25,600590,8.22,8.99,8.99,8.2,1138649,1003216888.0,9.67,10.04,0.82,13.5
2025-04-28,600590,9.13,8.64,9.35,8.59,607981,535308882.0,8.45,-3.89,-0.35,7.21
2025-04-29,600590,8.95,8.83,9.07,8.51,592888,523501928.0,6.48,2.2,0.19,7.03
2025-04-30,600590,8.83,9.27,9.67,8.8,713056,661318083.0,9.85,4.98,0.44,8.45
2025-05-06,600590,9.6,9.91,10.16,9.45,804373,785134439.0,7.66,6.9,0.64,9.54
2025-05-07,600590,10.0,10.01,10.39,9.86,729666,737898581.0,5.35,1.01,0.1,8.65
2025-05-08,600590,10.1,10.03,10.35,10.0,559499,565510658.0,3.5,0.2,0.02,6.63
2025-05-09,600590,10.1,9.59,10.2,9.56,471944,460205398.0,6.38,-4.39,-0.44,5.59
2025-05-12,600590,9.8,9.75,9.9,9.6,395863,385370075.0,3.13,1.67,0.16,4.69
2025-05-13,600590,9.85,9.64,10.29,9.63,646390,640832044.0,6.77,-1.13,-0.11,7.66
2025-05-14,600590,9.7,9.76,9.94,9.47,475797,461556529.0,4.88,1.24,0.12,5.64
2025-05-15,600590,9.63,9.08,9.65,9.02,518047,476510281.0,6.45,-6.97,-0.68,6.14
2025-05-16,600590,8.89,9.12,9.25,8.89,274213,250688980.0,3.96,0.44,0.04,3.25
2025-05-19,600590,9.18,9.09,9.26,8.92,272024,246976360.0,3.73,-0.33,-0.03,3.22
2025-05-20,600590,9.08,9.03,9.14,8.91,237940,214321517.0,2.53,-0.66,-0.06,2.82
2025-05-21,600590,9.03,8.85,9.04,8.81,251352,223244717.0,2.55,-1.99,-0.18,2.98
2025-05-22,600590,8.81,8.84,9.09,8.7,244188,217662248.0,4.41,-0.11,-0.01,2.89
2025-05-23,600590,8.92,8.49,8.92,8.48,277654,238989132.0,4.98,-3.96,-0.35,3.29
2025-05-26,600590,8.47,8.75,9.03,8.47,356663,312853825.0,6.6,3.06,0.26,4.23
2025-05-27,600590,8.65,8.96,9.13,8.65,447247,402332799.0,5.49,2.4,0.21,5.3
2025-05-28,600590,8.91,8.65,8.91,8.6,285079,247898581.0,3.46,-3.46,-0.31,3.38
2025-05-29,600590,8.59,8.7,8.87,8.57,231382,201909810.0,3.47,0.58,0.05,2.74
2025-05-30,600590,8.74,8.29,8.74,8.25,323663,271064873.0,5.63,-4.71,-0.41,3.84
2025-06-03,600590,8.3,8.29,8.38,8.24,126184,104756199.0,1.69,0.0,0.0,1.5
2025-06-04,600590,8.29,8.1,8.34,8.04,387949,316189093.0,3.62,-2.29,-0.19,4.6
2025-06-05,600590,8.1,8.38,8.58,7.94,580149,476637118.0,7.9,3.46,0.28,6.88
