日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-08,300925,18.94,19.61,20.12,18.91,231342,451856786.0,6.61,7.1,1.3,7.0
2025-04-09,300925,19.19,20.44,20.59,17.95,229471,451972890.0,13.46,4.23,0.83,6.94
2025-04-10,300925,21.04,21.01,21.79,20.95,215348,460563053.0,4.11,2.79,0.57,6.51
2025-04-11,300925,20.65,21.07,21.4,20.62,129764,274163588.0,3.71,0.29,0.06,3.93
2025-04-14,300925,21.42,21.3,21.82,21.18,122197,263038678.0,3.04,1.09,0.23,3.7
2025-04-15,300925,21.21,21.19,21.46,21.01,80337,170483838.0,2.11,-0.52,-0.11,2.43
2025-04-16,300925,21.14,20.86,21.3,20.44,93475,195481142.0,4.06,-1.56,-0.33,2.83
2025-04-17,300925,20.8,20.81,21.21,20.7,80461,169278326.0,2.44,-0.24,-0.05,2.43
2025-04-18,300925,20.76,20.81,21.11,20.64,67666,141294135.0,2.26,0.0,0.0,2.05
2025-04-21,300925,20.82,21.44,21.44,20.64,94332,200524515.0,3.84,3.03,0.63,2.85
2025-04-22,300925,21.52,21.08,21.53,21.06,82985,176731849.0,2.19,-1.68,-0.36,2.51
2025-04-23,300925,21.29,21.43,21.64,21.24,104864,225610378.0,1.9,1.66,0.35,3.17
2025-04-24,300925,21.64,20.68,21.65,20.54,102355,214883342.0,5.18,-3.5,-0.75,3.1
2025-04-25,300925,20.74,20.83,21.19,20.57,89191,187107433.0,3.0,0.73,0.15,2.7
2025-04-28,300925,21.17,20.91,21.45,20.65,100996,211866265.0,3.84,0.38,0.08,3.06
2025-04-29,300925,20.94,20.78,21.04,20.36,87316,182022080.0,3.25,-0.62,-0.13,2.64
2025-04-30,300925,21.02,21.38,21.62,20.9,147574,316715733.0,3.46,2.89,0.6,4.46
2025-05-06,300925,21.94,23.09,23.2,21.82,296816,674900113.0,6.45,8.0,1.71,8.98
2025-05-07,300925,23.22,22.52,23.44,22.25,287907,657100036.0,5.15,-2.47,-0.57,8.71
2025-05-08,300925,22.57,22.74,23.06,22.37,178468,405128162.0,3.06,0.98,0.22,5.4
2025-05-09,300925,22.73,22.89,23.57,22.37,308030,712613609.0,5.28,0.66,0.15,9.32
2025-05-12,300925,22.94,23.03,23.24,22.37,221596,508203438.0,3.8,0.61,0.14,6.7
2025-05-13,300925,23.42,22.59,23.44,22.51,147894,338497567.0,4.04,-1.91,-0.44,4.47
2025-05-14,300925,22.54,23.01,23.22,22.34,184560,422069972.0,3.9,1.86,0.42,5.58
2025-05-15,300925,22.84,21.99,22.84,21.94,142939,318545006.0,3.91,-4.43,-1.02,4.32
2025-05-16,300925,21.94,21.92,22.3,21.65,91811,202679150.0,2.96,-0.32,-0.07,2.78
2025-05-19,300925,22.0,21.8,22.01,21.37,92482,200741158.0,2.92,-0.55,-0.12,2.8
2025-05-20,300925,21.81,21.84,21.93,21.57,71392,155914689.0,1.65,0.18,0.04,2.16
2025-05-21,300925,21.73,21.3,21.78,21.23,94518,202754349.0,2.52,-2.47,-0.54,2.86
2025-05-22,300925,21.17,21.07,21.44,21.04,62001,131792313.0,1.88,-1.08,-0.23,1.88
2025-05-23,300925,21.07,20.4,21.21,20.38,101388,211221877.0,3.94,-3.18,-0.67,3.07
2025-05-26,300925,20.4,20.7,20.78,20.33,69310,143212034.0,2.21,1.47,0.3,2.1
2025-05-27,300925,20.6,20.36,20.65,20.24,67217,137631119.0,1.98,-1.64,-0.34,2.03
2025-05-28,300925,20.34,20.25,20.55,20.15,61632,125419855.0,1.96,-0.54,-0.11,1.86
2025-05-29,300925,20.33,21.27,21.31,20.21,138400,290389625.0,5.43,5.04,1.02,4.19
2025-05-30,300925,21.11,20.71,21.35,20.65,89242,186102106.0,3.29,-2.63,-0.56,2.7
2025-06-03,300925,20.72,20.67,21.1,20.64,68656,142999174.0,2.22,-0.19,-0.04,2.08
2025-06-04,300925,20.64,20.88,20.91,20.53,55534,115344035.0,1.84,1.02,0.21,1.68
2025-06-05,300925,20.9,21.31,21.38,20.82,93725,197847992.0,2.68,2.06,0.43,2.84
2025-06-06,300925,22.0,22.09,23.34,21.91,313813,706336551.25,6.71,3.66,0.78,9.49
