日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-07,300129,6.6,6.04,6.8,5.75,337563,210760545.0,14.81,-14.81,-1.05,5.08
2025-04-08,300129,6.06,6.2,6.33,6.06,189397,117366786.0,4.47,2.65,0.16,2.85
2025-04-09,300129,6.02,6.28,6.33,5.8,180450,110335494.0,8.55,1.29,0.08,2.72
2025-04-10,300129,6.4,6.34,6.51,6.34,165267,106045977.0,2.71,0.96,0.06,2.49
2025-04-11,300129,6.3,6.31,6.39,6.25,99068,62732201.0,2.21,-0.47,-0.03,1.49
2025-04-14,300129,6.38,6.46,6.52,6.36,126972,81994944.0,2.54,2.38,0.15,1.91
2025-04-15,300129,6.48,6.42,6.48,6.34,81121,51852779.0,2.17,-0.62,-0.04,1.22
2025-04-16,300129,6.4,6.28,6.4,6.21,88818,55837377.0,2.96,-2.18,-0.14,1.34
2025-04-17,300129,6.24,6.29,6.33,6.2,61650,38785781.0,2.07,0.16,0.01,0.93
2025-04-18,300129,6.29,6.32,6.35,6.24,67861,42798728.0,1.75,0.48,0.03,1.02
2025-04-21,300129,6.26,6.66,6.72,6.24,206163,134504943.0,7.59,5.38,0.34,3.1
2025-04-22,300129,6.64,6.47,6.64,6.47,121192,79206494.0,2.55,-2.85,-0.19,1.82
2025-04-23,300129,6.54,6.44,6.57,6.4,122312,79020511.0,2.63,-0.46,-0.03,1.84
2025-04-24,300129,6.46,6.43,6.56,6.4,162014,104800180.0,2.48,-0.16,-0.01,2.44
2025-04-25,300129,6.43,6.46,6.49,6.35,104567,67373067.0,2.18,0.47,0.03,1.57
2025-04-28,300129,6.38,6.36,6.44,6.32,103033,65584776.0,1.86,-1.55,-0.1,1.55
2025-04-29,300129,6.34,6.32,6.42,6.3,100112,63561171.0,1.89,-0.63,-0.04,1.51
2025-04-30,300129,6.31,6.35,6.39,6.31,87272,55397531.0,1.27,0.47,0.03,1.31
2025-05-06,300129,6.39,6.52,6.52,6.37,104750,67778208.0,2.36,2.68,0.17,1.58
2025-05-07,300129,6.58,6.63,6.69,6.53,166629,110214316.0,2.45,1.69,0.11,2.51
2025-05-08,300129,6.6,6.64,6.68,6.57,101683,67604462.0,1.66,0.15,0.01,1.53
2025-05-09,300129,6.65,6.59,6.68,6.57,113732,75108377.0,1.66,-0.75,-0.05,1.71
2025-05-12,300129,6.62,6.68,6.71,6.61,101231,67462821.0,1.52,1.37,0.09,1.52
2025-05-13,300129,6.8,6.68,6.85,6.66,129685,86950810.0,2.84,0.0,0.0,1.95
2025-05-14,300129,6.7,6.63,6.7,6.57,118163,78121387.0,1.95,-0.75,-0.05,1.78
2025-05-15,300129,6.63,6.56,6.63,6.53,77152,50616047.0,1.51,-1.06,-0.07,1.16
2025-05-16,300129,6.53,6.55,6.62,6.53,64014,42052701.0,1.37,-0.15,-0.01,0.96
2025-05-19,300129,6.55,6.58,6.59,6.48,77865,50994680.0,1.68,0.46,0.03,1.17
2025-05-20,300129,6.56,6.59,6.6,6.53,80061,52566842.0,1.06,0.15,0.01,1.2
2025-05-21,300129,6.6,6.56,6.63,6.54,64172,42146467.0,1.37,-0.46,-0.03,0.97
2025-05-22,300129,6.52,6.41,6.58,6.41,102891,66621471.0,2.59,-2.29,-0.15,1.55
2025-05-23,300129,6.41,6.33,6.47,6.32,86370,55205001.0,2.34,-1.25,-0.08,1.3
2025-05-26,300129,6.32,6.35,6.39,6.3,69017,43777342.0,1.42,0.32,0.02,1.04
2025-05-27,300129,6.33,6.33,6.37,6.28,60404,38141074.0,1.42,-0.31,-0.02,0.91
2025-05-28,300129,6.33,6.33,6.38,6.32,62532,39725043.0,0.95,0.0,0.0,0.94
2025-05-29,300129,6.34,6.43,6.47,6.32,81993,52710595.0,2.37,1.58,0.1,1.23
2025-05-30,300129,6.52,6.88,7.3,6.44,632512,435582740.0,13.37,7.0,0.45,9.52
2025-06-03,300129,6.73,6.97,7.19,6.67,503635,347214419.0,7.56,1.31,0.09,7.58
2025-06-04,300129,7.0,7.03,7.25,7.0,474288,337546655.0,3.59,0.86,0.06,7.14
2025-06-05,300129,7.0,7.29,7.48,6.9,639824,463224042.18,8.25,3.7,0.26,9.63
