日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-10,002827,25.39,25.97,26.39,25.0,122875,317580844.72,5.44,1.72,0.44,4.45
2025-04-11,002827,25.72,25.77,26.15,25.48,71023,183412462.86,2.58,-0.77,-0.2,2.57
2025-04-14,002827,25.8,26.2,26.5,25.7,73956,192946025.16,3.1,1.67,0.43,2.68
2025-04-15,002827,26.06,26.92,26.98,25.95,96412,255978920.0,3.93,2.75,0.72,3.49
2025-04-16,002827,26.7,26.4,26.87,26.12,62868,166338080.5,2.79,-1.93,-0.52,2.28
2025-04-17,002827,26.34,26.12,26.58,26.07,41578,109193220.5,1.93,-1.06,-0.28,1.51
2025-04-18,002827,26.1,26.75,27.51,26.0,99167,267254745.35,5.78,2.41,0.63,3.59
2025-04-21,002827,26.72,26.73,26.98,26.41,52934,141355136.0,2.13,-0.07,-0.02,1.92
2025-04-22,002827,26.53,27.54,27.94,26.53,103586,282999752.94,5.27,3.03,0.81,3.75
2025-04-23,002827,27.5,28.9,29.99,27.24,177755,509699320.83,9.99,4.94,1.36,6.44
2025-04-24,002827,28.69,28.8,29.59,28.23,116703,336115161.87,4.71,-0.35,-0.1,4.23
2025-04-25,002827,28.7,28.45,29.37,28.31,92343,265304730.89,3.68,-1.22,-0.35,3.35
2025-04-28,002827,28.85,28.75,29.28,28.18,79511,228960995.79,3.87,1.05,0.3,2.88
2025-04-29,002827,29.9,29.18,30.8,29.13,152054,452781899.52,5.81,1.5,0.43,5.51
2025-04-30,002827,28.98,28.4,29.04,28.2,127315,363094633.76,2.88,-2.67,-0.78,4.61
2025-05-06,002827,27.98,28.83,28.97,27.8,94173,268296085.0,4.12,1.51,0.43,3.41
2025-05-07,002827,28.94,29.58,30.2,28.86,112236,329715823.0,4.65,2.6,0.75,4.07
2025-05-08,002827,29.2,30.15,30.58,28.88,127536,381132294.0,5.75,1.93,0.57,4.62
2025-05-09,002827,30.17,29.08,30.17,29.07,77528,227991875.0,3.65,-3.55,-1.07,2.81
2025-05-12,002827,29.38,29.71,30.13,28.78,120329,354975765.0,4.64,2.17,0.63,4.36
2025-05-13,002827,29.42,28.9,29.55,28.4,92333,266779989.5,3.87,-2.73,-0.81,3.35
2025-05-14,002827,27.75,28.05,28.36,27.32,93196,260488720.99,3.6,-2.94,-0.85,3.38
2025-05-15,002827,27.91,27.8,28.22,27.71,42477,118699962.97,1.82,-0.89,-0.25,1.54
2025-05-16,002827,27.58,27.85,28.17,27.57,36084,100668151.0,2.16,0.18,0.05,1.31
2025-05-19,002827,28.0,28.37,28.85,27.71,63315,179145648.0,4.09,1.87,0.52,2.29
2025-05-20,002827,28.4,28.54,28.99,28.33,59373,170330331.0,2.33,0.6,0.17,2.15
2025-05-21,002827,28.42,29.14,29.82,28.42,113941,331930490.5,4.91,2.1,0.6,4.13
2025-05-22,002827,29.0,28.61,29.2,28.55,54654,157366015.33,2.23,-1.82,-0.53,1.98
2025-05-23,002827,28.6,28.19,28.79,28.14,37740,107365505.0,2.27,-1.47,-0.42,1.37
2025-05-26,002827,28.17,28.42,28.65,28.0,31764,90142899.0,2.31,0.82,0.23,1.15
2025-05-27,002827,28.49,28.4,28.55,28.02,33312,94053520.0,1.86,-0.07,-0.02,1.21
2025-05-28,002827,28.4,27.69,28.4,27.56,45307,126183740.96,2.96,-2.5,-0.71,1.64
2025-05-29,002827,27.79,27.87,28.07,27.52,50135,139372929.07,1.99,0.65,0.18,1.82
2025-05-30,002827,27.8,29.14,29.75,27.31,159845,459195033.83,8.75,4.56,1.27,5.79
2025-06-03,002827,29.03,29.84,29.95,28.15,147528,434562850.31,6.18,2.4,0.7,5.35
2025-06-04,002827,29.7,29.49,29.89,29.3,70120,207037301.0,1.98,-1.17,-0.35,2.54
2025-06-05,002827,29.4,29.12,29.57,29.05,55506,162003675.62,1.76,-1.25,-0.37,2.01
2025-06-06,002827,29.22,31.03,32.03,29.21,283323,883372960.32,9.68,6.56,1.91,10.27
2025-06-09,002827,30.75,32.15,32.75,30.7,196742,620740244.45,6.61,3.61,1.12,7.13
