日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-07,300354,38.83,34.36,40.5,34.36,70244,257804526.0,14.28,-20.09,-8.64,8.65
2025-04-08,300354,35.57,35.6,36.68,34.3,57248,204495156.0,6.93,3.61,1.24,7.05
2025-04-09,300354,34.96,38.35,38.7,33.02,70656,260560543.0,15.96,7.72,2.75,8.7
2025-04-10,300354,40.03,38.7,40.38,38.69,57041,226887726.0,4.41,0.91,0.35,7.02
2025-04-11,300354,38.14,39.62,40.77,38.12,44535,177311770.0,6.85,2.38,0.92,5.48
2025-04-14,300354,40.24,39.9,40.82,39.54,37790,152320000.0,3.23,0.71,0.28,4.65
2025-04-15,300354,39.7,40.44,41.1,39.17,41518,168325328.0,4.84,1.35,0.54,5.11
2025-04-16,300354,40.12,39.26,40.58,38.61,29751,118049788.0,4.87,-2.92,-1.18,3.66
2025-04-17,300354,38.95,38.53,40.02,38.47,35027,137597817.0,3.95,-1.86,-0.73,4.31
2025-04-18,300354,38.62,37.95,39.21,37.18,35641,135883511.0,5.27,-1.51,-0.58,4.39
2025-04-21,300354,37.64,39.66,39.68,37.36,34063,132966611.0,6.11,4.51,1.71,4.19
2025-04-22,300354,39.42,39.16,39.94,38.77,22788,89986398.0,2.95,-1.26,-0.5,2.81
2025-04-23,300354,39.59,40.37,41.22,39.47,46744,189113675.0,4.47,3.09,1.21,5.76
2025-04-24,300354,40.25,39.64,40.62,39.22,31989,128320030.0,3.47,-1.81,-0.73,3.94
2025-04-25,300354,39.64,38.99,39.72,38.25,37444,146409975.0,3.71,-1.64,-0.65,4.61
2025-04-28,300354,38.99,38.43,39.67,38.35,23426,90986477.0,3.39,-1.44,-0.56,2.88
2025-04-29,300354,38.41,39.52,40.12,37.85,32237,127286873.0,5.91,2.84,1.09,3.97
2025-04-30,300354,39.68,40.78,41.09,39.66,35279,143540191.0,3.62,3.19,1.26,4.34
2025-05-06,300354,41.19,41.57,41.76,40.62,34717,143904122.0,2.8,1.94,0.79,4.28
2025-05-07,300354,42.3,42.0,42.98,41.42,49744,210659780.0,3.75,1.03,0.43,6.13
2025-05-08,300354,41.84,42.77,43.17,41.65,36051,154409968.0,3.62,1.83,0.77,4.44
2025-05-09,300354,42.82,41.06,42.82,40.97,36431,151838978.0,4.33,-4.0,-1.71,4.49
2025-05-12,300354,41.43,42.62,42.9,41.43,37930,161345118.0,3.58,3.8,1.56,4.67
2025-05-13,300354,42.91,41.99,43.22,41.69,36983,157005557.0,3.59,-1.48,-0.63,4.55
2025-05-14,300354,41.82,40.92,41.94,40.72,35201,145634514.0,2.91,-2.55,-1.07,4.34
2025-05-15,300354,41.04,39.84,41.22,39.58,24956,100204304.0,4.01,-2.64,-1.08,3.07
2025-05-16,300354,39.69,40.18,41.02,39.65,25978,105717978.0,3.44,0.85,0.34,3.2
2025-05-19,300354,40.09,39.16,40.09,38.49,29345,115063840.0,3.98,-2.54,-1.02,3.61
2025-05-20,300354,39.19,39.25,39.94,38.78,19539,77117839.0,2.96,0.23,0.09,2.41
2025-05-21,300354,39.08,38.78,39.42,38.4,19577,76270721.0,2.6,-1.2,-0.47,2.41
2025-05-22,300354,38.77,38.36,39.32,38.36,18533,72215083.0,2.48,-1.08,-0.42,2.28
2025-05-23,300354,38.41,38.4,40.09,38.2,32134,125115404.0,4.93,0.1,0.04,3.96
2025-05-26,300354,38.3,39.66,40.27,38.25,31982,126004369.0,5.26,3.28,1.26,3.94
2025-05-27,300354,40.0,39.83,41.2,39.4,42573,171349909.0,4.54,0.43,0.17,5.24
2025-05-28,300354,39.85,39.05,40.34,38.9,31627,124626542.0,3.62,-1.96,-0.78,3.89
2025-05-29,300354,38.74,39.71,40.13,38.68,31013,122449101.0,3.71,1.69,0.66,3.82
2025-05-30,300354,39.47,40.15,40.18,38.8,32316,127010089.0,3.48,1.11,0.44,3.98
2025-06-03,300354,39.88,39.4,40.83,39.23,30342,120837450.0,3.99,-1.87,-0.75,3.74
2025-06-04,300354,39.5,39.49,39.98,39.25,16609,65633673.0,1.85,0.23,0.09,2.05
2025-06-05,300354,39.5,40.98,41.07,39.13,41671,168268505.0,4.91,3.77,1.49,5.13
