日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-05-15,601015,3.05,3.11,3.27,3.03,447137,140837430.0,7.87,1.97,0.06,2.19
2025-05-16,601015,3.09,3.1,3.12,3.06,230761,71195288.0,1.93,-0.32,-0.01,1.13
2025-05-19,601015,3.1,3.15,3.16,3.1,211145,66315550.0,1.94,1.61,0.05,1.03
2025-05-20,601015,3.15,3.12,3.16,3.11,142613,44540266.0,1.59,-0.95,-0.03,0.7
2025-05-21,601015,3.12,3.14,3.19,3.12,190397,60053565.0,2.24,0.64,0.02,0.93
2025-05-22,601015,3.13,3.09,3.14,3.07,139579,43250293.0,2.23,-1.59,-0.05,0.68
2025-05-23,601015,3.08,3.05,3.12,3.03,133089,40914685.0,2.91,-1.29,-0.04,0.65
2025-05-26,601015,3.05,3.07,3.09,3.03,83636,25669076.0,1.97,0.66,0.02,0.41
2025-05-27,601015,3.08,3.1,3.1,3.05,93682,28836866.0,1.63,0.98,0.03,0.46
2025-05-28,601015,3.1,3.09,3.11,3.07,77202,23808330.0,1.29,-0.32,-0.01,0.38
2025-05-29,601015,3.09,3.11,3.11,3.07,96530,29924050.0,1.29,0.65,0.02,0.47
2025-05-30,601015,3.1,3.08,3.11,3.06,68928,21248919.0,1.61,-0.96,-0.03,0.34
2025-06-03,601015,3.06,3.08,3.1,3.06,74645,22971328.0,1.3,0.0,0.0,0.37
2025-06-04,601015,3.09,3.17,3.18,3.07,162636,50888232.0,3.57,2.92,0.09,0.8
2025-06-05,601015,3.17,3.13,3.18,3.11,113761,35689909.0,2.21,-1.26,-0.04,0.56
2025-06-06,601015,3.15,3.18,3.22,3.14,181825,57845552.0,2.56,1.6,0.05,0.89
2025-06-09,601015,3.15,3.18,3.19,3.14,112999,35833572.0,1.57,0.0,0.0,0.55
2025-06-10,601015,3.18,3.15,3.19,3.12,113728,35908438.0,2.2,-0.94,-0.03,0.56
2025-06-11,601015,3.15,3.18,3.19,3.14,104683,33290921.0,1.59,0.95,0.03,0.51
2025-06-12,601015,3.17,3.15,3.18,3.12,104509,32841489.0,1.89,-0.94,-0.03,0.51
2025-06-13,601015,3.15,3.2,3.32,3.14,457727,147516241.0,5.71,1.59,0.05,2.24
2025-06-16,601015,3.34,3.38,3.52,3.33,884524,304799537.0,5.94,5.63,0.18,4.33
2025-06-17,601015,3.36,3.35,3.41,3.21,713843,234206922.0,5.92,-0.89,-0.03,3.49
2025-06-18,601015,3.32,3.33,3.39,3.25,463339,153235688.0,4.18,-0.6,-0.02,2.27
2025-06-19,601015,3.28,3.26,3.32,3.17,428353,139043180.0,4.5,-2.1,-0.07,2.1
2025-06-20,601015,3.26,3.18,3.29,3.17,299235,96718553.0,3.68,-2.45,-0.08,1.47
2025-06-23,601015,3.2,3.29,3.33,3.17,410086,134214233.0,5.03,3.46,0.11,2.01
2025-06-24,601015,3.21,3.24,3.25,3.17,301460,96787039.0,2.43,-1.52,-0.05,1.48
2025-06-25,601015,3.22,3.22,3.23,3.18,211618,67658807.0,1.54,-0.62,-0.02,1.04
2025-06-26,601015,3.2,3.23,3.28,3.2,214498,69417265.0,2.48,0.31,0.01,1.05
2025-06-27,601015,3.24,3.26,3.32,3.24,209038,68184027.0,2.48,0.93,0.03,1.02
2025-06-30,601015,3.26,3.28,3.29,3.23,193109,63045831.0,1.84,0.61,0.02,0.95
2025-07-01,601015,3.26,3.28,3.29,3.25,145972,47779804.0,1.22,0.0,0.0,0.71
2025-07-02,601015,3.28,3.35,3.36,3.25,299294,99330415.0,3.35,2.13,0.07,1.47
2025-07-03,601015,3.36,3.32,3.38,3.28,241825,80188421.0,2.99,-0.9,-0.03,1.18
2025-07-04,601015,3.31,3.3,3.36,3.28,201823,67037337.0,2.41,-0.6,-0.02,0.99
2025-07-07,601015,3.28,3.32,3.33,3.27,133332,44070397.0,1.82,0.61,0.02,0.65
2025-07-08,601015,3.33,3.37,3.37,3.31,210415,70410975.0,1.81,1.51,0.05,1.03
2025-07-09,601015,3.37,3.38,3.43,3.36,199523,67520972.0,2.08,0.3,0.01,0.98
2025-07-10,601015,3.38,3.51,3.62,3.38,600633,210790020.0,7.1,3.85,0.13,2.94
2025-07-11,601015,3.5,3.56,3.58,3.45,534348,187211475.0,3.7,1.42,0.05,2.62
2025-07-14,601015,3.55,3.67,3.92,3.45,1063832,390910859.0,13.2,3.09,0.11,5.21
