序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
650,603193,润本股份,36.44,1.25,0.45,48660.0,178303436.0,4.61,37.47,35.81,35.98,35.99,0.78,4.71,83.4,7.26,147.43,3765575282.0,0.0,-0.03,9.59,57.61
651,001278,一彬科技,17.79,1.25,0.22,60002.0,106563086.5,3.98,18.0,17.3,17.57,17.57,2.83,11.87,-77.57,1.69,22.01,899008773.0,0.0,0.0,1.43,9.48
652,601818,光大银行,4.05,1.25,0.05,1908698.0,772996384.0,2.25,4.08,3.99,4.0,4.0,1.45,0.41,4.8,0.5,2392.96,187947603022.0,0.25,0.25,8.0,7.43
653,601228,广州港,3.24,1.25,0.04,494247.0,159209085.0,1.88,3.25,3.19,3.21,3.2,2.37,0.66,23.32,1.16,244.44,24444281577.0,0.0,0.0,2.53,-4.42
654,601326,秦港股份,3.24,1.25,0.04,304709.0,98249187.0,1.56,3.25,3.2,3.21,3.2,1.65,0.64,10.76,0.92,181.03,15414491160.0,0.0,0.0,4.18,-3.28
655,688456,有研粉材,35.13,1.24,0.43,15037.0,52654123.0,2.88,35.5,34.5,34.73,34.7,1.95,1.45,88.07,2.98,36.42,3641575800.0,-0.06,0.03,-7.43,5.69
656,002973,侨银股份,14.87,1.23,0.18,256146.0,379114217.0,7.15,15.35,14.3,14.9,14.69,1.06,11.49,22.47,2.45,60.77,3314507981.0,0.13,0.61,6.59,40.55
657,000037,深南电A,9.07,1.23,0.11,223571.0,201629205.02,3.91,9.15,8.8,8.97,8.96,1.09,6.6,-111.07,3.71,54.67,3073896921.0,0.0,0.55,10.88,13.94
658,002020,京新药业,14.04,1.23,0.17,187128.0,262377347.17,2.16,14.18,13.88,13.92,13.87,1.15,2.58,18.51,2.24,120.89,10164515423.0,0.14,0.07,4.7,12.59
659,600598,北大荒,14.79,1.23,0.18,690337.0,1017898022.0,3.7,14.94,14.4,14.6,14.61,3.37,3.88,12.2,3.56,262.92,26291885854.0,-0.14,0.0,10.7,4.15
660,000915,华特达因,32.39,1.22,0.39,88123.0,284054229.57,1.72,32.48,31.93,32.07,32.0,1.4,3.76,10.41,2.89,75.9,7585700266.0,0.0,0.15,27.62,14.94
661,300762,上海瀚讯,22.52,1.21,0.27,440273.0,999206700.7,4.31,23.22,22.26,23.02,22.25,1.4,7.01,267.19,5.97,141.42,14141789185.0,0.04,-0.04,-9.92,7.09
662,301333,诺思格,51.87,1.21,0.62,73070.0,383090581.4,5.35,53.83,51.09,51.5,51.25,1.35,12.79,48.03,2.69,50.1,2964075567.0,0.04,0.08,-5.62,3.76
663,300561,*ST汇科,13.41,1.21,0.16,196239.0,262883217.64,4.75,13.64,13.01,13.19,13.25,1.25,8.14,813.1,7.34,44.0,3232582067.0,-0.07,0.3,-68.14,-75.59
664,605003,众望布艺,20.85,1.21,0.25,39513.0,81918362.0,2.57,20.91,20.38,20.79,20.6,2.08,3.59,24.94,1.57,22.94,2293500000.0,0.05,0.39,9.97,10.32
665,600831,ST广网,3.38,1.2,0.04,189791.0,62808248.0,5.09,3.41,3.24,3.34,3.34,1.29,2.67,-4.06,1.25,24.03,2403000833.0,-0.59,0.0,19.01,32.55
666,836826,盖世食品,13.48,1.2,0.16,75705.0,101218294.96,4.28,13.61,13.04,13.3,13.32,1.62,12.14,53.25,5.38,18.94,840630135.0,0.22,0.37,8.27,29.62
667,300986,志特新材,15.18,1.2,0.18,300291.0,463495102.51,7.47,15.97,14.85,15.09,15.0,2.02,8.23,56.3,3.5,55.42,5539587048.0,0.07,0.13,12.86,75.49
668,000900,现代投资,4.21,1.2,0.05,178495.0,74954171.41,2.4,4.25,4.15,4.15,4.16,1.1,1.18,9.07,0.59,63.9,6389773111.0,0.0,0.24,6.58,-1.17
669,002168,*ST惠程,3.37,1.2,0.04,86954.0,29091878.56,3.6,3.4,3.28,3.34,3.33,0.6,1.11,-39.21,-36.01,26.43,2642630550.0,0.6,0.3,52.49,21.66
670,300067,安诺其,5.95,1.19,0.07,1180954.0,693552643.88,4.76,6.01,5.73,5.88,5.88,1.76,12.6,-181.91,2.71,68.69,5578027902.0,0.0,0.34,-0.83,-3.57
671,600380,健康元,11.94,1.19,0.14,298822.0,356373871.0,2.29,12.03,11.76,11.8,11.8,1.43,1.63,12.53,1.49,218.44,21843673429.0,0.0,0.0,4.19,5.94
672,603358,华达科技,34.76,1.19,0.41,21323.0,73882696.0,2.33,35.0,34.2,34.2,34.35,0.83,0.49,89.09,4.47,163.28,15261030400.0,0.12,0.2,-10.3,4.54
673,688379,华光新材,33.27,1.19,0.39,58002.0,190630699.0,7.42,34.21,31.77,32.88,32.88,1.03,6.44,7.85,2.8,29.97,2997145250.0,-0.15,-0.69,23.77,65.11
674,830779,武汉蓝电,47.55,1.19,0.56,48531.0,232794213.43,5.17,48.99,46.56,46.97,46.99,2.04,24.23,82.58,8.16,38.08,952578708.0,0.11,-0.21,7.46,107.37
675,300314,戴维医疗,12.89,1.18,0.15,94291.0,121524408.0,4.32,13.15,12.6,12.78,12.74,1.93,6.56,41.12,3.11,37.12,1852827265.0,-0.46,-0.08,9.24,14.48
676,605183,确成股份,17.12,1.18,0.2,41059.0,70048328.0,2.36,17.27,16.87,16.92,16.92,1.33,0.99,12.93,2.05,71.2,7119919442.0,-0.06,0.0,-4.62,1.6
677,600127,金健米业,6.88,1.18,0.08,471082.0,322747721.0,4.41,6.98,6.68,6.8,6.8,3.27,7.34,120.47,6.53,44.15,4415468540.0,0.0,0.0,4.56,2.23
678,601997,贵阳银行,6.0,1.18,0.07,737455.0,443055793.0,2.53,6.07,5.92,5.93,5.93,1.09,2.02,3.8,0.36,219.37,21937188456.0,0.0,0.17,9.49,5.08
679,688336,三生国健,63.52,1.18,0.74,180857.0,1156274341.0,13.32,68.68,60.32,61.3,62.78,1.15,2.93,95.13,6.98,391.78,39178233571.0,0.33,0.55,132.33,196.55
680,603828,ST柯利达,5.19,1.17,0.06,64351.0,33721227.0,5.07,5.35,5.09,5.14,5.13,1.65,1.08,60.53,4.09,30.93,3092926654.0,0.19,0.0,60.19,78.97
681,002424,ST百灵,4.33,1.17,0.05,385966.0,166645846.2,4.67,4.41,4.21,4.29,4.28,1.21,3.18,62.59,1.89,60.52,5253218837.0,-0.23,-0.23,11.89,12.47
682,603967,中创物流,12.1,1.17,0.14,283935.0,337967974.0,4.1,12.15,11.66,11.95,11.96,1.65,8.19,15.17,1.89,41.95,4194667191.0,0.08,-0.08,27.37,31.38
683,600301,华锡有色,20.05,1.16,0.23,150701.0,303527818.0,4.54,20.66,19.76,19.99,19.82,1.62,5.47,20.66,3.06,126.83,5520480404.0,-0.05,0.0,-16.11,17.87
684,300338,ST开元,4.35,1.16,0.05,253597.0,113280238.8,6.98,4.65,4.35,4.44,4.3,3.9,7.26,-24.58,206.65,17.51,1519830153.0,-0.23,-0.23,22.88,-10.49
685,688683,莱尔科技,23.5,1.16,0.27,8559.0,19974073.0,2.37,23.58,23.03,23.3,23.23,1.66,0.55,85.55,3.63,36.47,3646681332.0,0.04,0.09,7.26,18.33
686,600366,宁波韵升,8.74,1.16,0.1,697315.0,607300942.0,3.13,8.84,8.57,8.68,8.64,2.02,6.56,64.52,1.62,96.06,9290987395.0,0.0,0.0,-2.56,18.75
687,603330,天洋新材,7.03,1.15,0.08,138728.0,96661108.0,2.88,7.07,6.87,7.0,6.95,1.18,3.41,-299.63,1.98,30.42,2859194007.0,-0.14,-0.14,-11.9,10.88
688,600415,小商品城,18.48,1.15,0.21,307193.0,562578462.0,2.41,18.55,18.11,18.29,18.27,0.7,0.56,31.54,5.2,1013.38,101323262520.0,-0.11,-0.22,41.07,37.81
689,002176,江特电机,7.06,1.15,0.08,428332.0,303726260.66,3.15,7.2,6.98,7.0,6.98,2.81,2.51,-69.9,3.48,120.47,12044494959.0,0.0,0.14,-15.04,-4.72
690,603988,中电电机,23.85,1.15,0.27,55402.0,129274678.0,5.51,24.1,22.8,23.54,23.58,1.29,2.36,334.02,8.81,56.1,5609520000.0,0.0,-0.21,21.0,-2.21
691,000933,神火股份,16.89,1.14,0.19,316640.0,536186080.83,2.75,17.18,16.72,16.78,16.7,1.49,1.41,13.41,1.78,379.92,37887461855.0,0.0,0.0,-15.21,2.99
692,600149,廊坊发展,5.33,1.14,0.06,349030.0,185125953.0,5.31,5.46,5.18,5.25,5.27,1.48,9.18,72.01,8.47,20.26,2026252800.0,0.0,0.38,20.86,30.64
693,603885,吉祥航空,14.25,1.14,0.16,125881.0,180074658.0,3.05,14.48,14.05,14.06,14.09,0.94,0.57,22.71,3.68,313.36,31335825069.0,0.07,0.14,6.34,4.78
694,601619,嘉泽新能,3.55,1.14,0.04,351539.0,124377247.0,1.99,3.57,3.5,3.51,3.51,2.02,1.44,9.02,1.3,86.42,8641988433.0,0.0,0.0,9.23,10.25
695,000909,ST数源,6.28,1.13,0.07,70993.0,43984419.0,3.06,6.32,6.13,6.2,6.21,1.1,1.62,-65.3,2.58,27.49,2748822380.0,-0.32,-0.32,5.19,11.94
696,600063,皖维高新,4.49,1.13,0.05,281204.0,125732306.0,2.03,4.51,4.42,4.46,4.44,1.71,1.46,20.07,1.14,94.5,8647267167.0,0.22,0.45,8.98,13.96
697,000679,大连友谊,6.26,1.13,0.07,82391.0,51286271.19,3.88,6.33,6.09,6.19,6.19,1.52,2.31,-42.97,9.24,22.31,2231064000.0,0.0,-0.16,-10.57,-4.28
698,601111,中国国航,8.09,1.13,0.09,533282.0,429910207.0,2.25,8.14,7.96,7.98,8.0,1.23,0.46,-17.26,3.28,1411.58,94152305645.0,-0.12,0.0,9.32,2.28
699,000886,海南高速,6.27,1.13,0.07,422517.0,265347480.68,4.03,6.42,6.17,6.21,6.2,1.15,4.32,-114.18,2.05,62.0,6131037350.0,-0.16,-0.16,-10.17,-19.31
700,688298,东方生物,26.97,1.12,0.3,60673.0,162173882.0,5.47,27.35,25.89,26.67,26.67,1.54,3.01,-11.77,0.83,54.37,5437152000.0,0.0,-0.3,-10.28,-8.05
701,002197,ST证通,6.31,1.12,0.07,286567.0,178585196.76,4.65,6.37,6.08,6.29,6.24,1.33,5.37,-144.25,1.81,38.77,3369540076.0,0.16,0.16,9.17,56.19
702,301016,雷尔伟,17.38,1.11,0.19,74248.0,128280804.26,3.2,17.46,16.91,17.19,17.19,1.62,3.58,257.39,3.97,37.96,3600269729.0,0.17,0.23,13.89,19.53
703,002857,三晖电气,19.16,1.11,0.21,48584.0,92262146.0,3.69,19.3,18.6,19.0,18.95,0.9,3.8,-42.83,4.83,24.75,2452480000.0,-0.05,0.0,28.16,52.55
704,300100,双林股份,42.99,1.11,0.47,414287.0,1759138884.22,5.39,43.57,41.28,42.62,42.52,1.44,7.65,37.82,8.81,241.17,23273955648.0,0.05,0.02,23.46,118.78
705,300217,东方电热,5.47,1.11,0.06,818339.0,438305125.11,4.99,5.5,5.23,5.45,5.41,1.88,6.67,45.03,1.94,80.85,6711424771.0,-0.18,-0.36,5.39,21.29
706,300892,品渥食品,36.67,1.1,0.4,103776.0,376899618.54,4.3,37.07,35.51,36.32,36.27,1.1,16.07,155.27,3.51,36.67,2367506875.0,0.0,0.16,28.22,14.95
707,002468,申通快递,11.04,1.1,0.12,231512.0,252907393.99,3.48,11.09,10.71,10.94,10.92,0.97,1.55,17.9,1.74,169.0,16472184053.0,0.09,0.45,-4.42,9.74
708,601107,四川成渝,6.46,1.1,0.07,183729.0,119136338.0,2.66,6.53,6.36,6.37,6.39,1.06,0.85,10.82,1.17,197.55,13971300400.0,-0.15,-0.15,35.15,23.52
709,301047,义翘神州,65.21,1.1,0.71,26326.0,172108611.2,3.13,66.4,64.38,64.4,64.5,1.97,2.2,87.6,1.4,79.32,7797852295.0,-0.02,-0.02,2.61,7.17
710,600566,济川药业,27.63,1.1,0.3,68037.0,187149314.0,1.94,27.74,27.21,27.38,27.33,1.02,0.74,14.46,1.68,254.67,25302121661.0,-0.07,0.0,-0.97,-4.99
711,605155,西大门,11.99,1.1,0.13,119849.0,144384135.0,3.88,12.26,11.8,11.81,11.86,4.15,6.34,24.93,1.83,22.97,2267278306.0,-0.25,-0.42,-15.08,22.22
712,832175,东方碳素,12.86,1.1,0.14,81220.0,105741527.64,7.15,13.46,12.55,12.68,12.72,2.4,13.43,-21.14,2.0,15.3,777943825.0,-0.31,-0.23,-5.65,25.22
713,600486,扬农化工,60.68,1.1,0.66,50573.0,309077252.0,3.8,62.16,59.88,60.01,60.02,0.81,1.26,14.18,2.25,246.76,24446065374.0,0.2,0.2,11.96,4.86
714,603268,*ST松发,39.67,1.1,0.43,8007.0,31206143.0,2.93,39.67,38.52,39.18,39.24,1.36,0.64,-409.51,4.57,341.84,4925776296.0,0.38,0.4,-4.13,0.03
715,000922,佳电股份,11.0,1.1,0.12,152919.0,166473947.8,2.39,11.03,10.77,10.83,10.88,1.69,2.6,34.7,1.73,76.47,6460506283.0,0.09,0.09,-7.17,-1.61
716,603008,喜临门,16.71,1.09,0.18,97158.0,162651175.0,4.6,17.21,16.45,16.55,16.53,1.37,2.62,21.82,1.7,62.07,6206787131.0,0.06,0.18,-0.18,-0.3
717,300484,蓝海华腾,21.32,1.09,0.23,178880.0,386522987.01,4.98,22.05,21.0,21.04,21.09,2.7,10.75,39.54,6.75,44.27,3546637965.0,0.05,-0.05,-8.14,3.19
718,300073,当升科技,39.93,1.09,0.43,244801.0,993586736.74,4.18,41.34,39.69,39.75,39.5,3.13,4.84,45.71,1.54,202.25,20203434488.0,-0.05,-0.13,-13.27,-0.37
719,000027,深圳能源,6.51,1.09,0.07,310655.0,201835444.88,2.17,6.57,6.43,6.45,6.44,1.77,0.65,5.73,0.97,309.71,30970608353.0,0.15,0.15,4.83,0.46
720,603091,众鑫股份,53.47,1.08,0.57,16405.0,88142299.0,4.08,54.75,52.59,52.8,52.9,0.95,8.02,18.93,2.64,54.67,1093341727.0,0.19,0.07,24.64,14.28
721,603276,恒兴新材,16.83,1.08,0.18,78657.0,132789344.0,4.26,17.28,16.57,16.57,16.65,1.26,10.13,67.82,2.0,34.95,1306841035.0,0.0,0.06,4.21,23.39
722,833580,科创新材,14.06,1.08,0.15,36460.0,51046095.99,3.45,14.18,13.7,13.94,13.91,1.76,6.52,134.46,3.71,12.09,786004068.0,0.0,0.0,-2.56,48.63
723,300277,海联讯,13.28,1.07,0.14,95728.0,126849321.0,3.88,13.5,12.99,13.13,13.14,1.29,2.86,-1104.07,9.18,44.49,4443784144.0,0.08,0.08,-0.23,17.83
724,870656,海昇药业,19.87,1.07,0.21,44512.0,88861861.35,5.49,20.49,19.41,19.6,19.66,1.93,17.8,37.46,3.07,19.87,496752484.0,-0.05,-0.2,23.65,61.81
725,301231,荣信文化,23.63,1.07,0.25,33397.0,78511146.07,4.19,23.95,22.97,23.38,23.38,1.48,6.2,1912.84,2.3,19.94,1273657000.0,0.08,-0.21,11.51,31.42
726,831641,格利尔,17.9,1.07,0.19,23585.0,41829051.27,4.29,17.97,17.21,17.95,17.71,1.09,5.28,87.26,3.93,13.84,799366476.0,0.22,0.28,-9.41,46.84
727,605100,华丰股份,19.87,1.07,0.21,88068.0,174676185.0,3.31,20.2,19.55,19.58,19.66,2.02,5.18,73.01,1.87,34.0,3376548840.0,0.0,-0.1,-34.07,34.44
728,001872,招商港口,20.83,1.07,0.22,40636.0,84407301.97,1.55,20.87,20.55,20.64,20.61,1.5,0.23,11.94,0.83,521.04,36343763526.0,0.19,0.0,11.39,1.76
729,600919,江苏银行,11.34,1.07,0.12,1103467.0,1249422117.0,1.78,11.38,11.18,11.19,11.22,0.95,0.6,5.32,0.87,2081.04,208104019410.0,-0.18,-0.09,21.67,19.24
730,002821,凯莱英,94.42,1.07,1.0,60463.0,577207112.2,4.13,97.28,93.42,93.43,93.42,1.15,1.91,26.06,1.98,340.47,29932736925.0,-0.11,-0.25,21.85,24.09
731,000403,派林生物,17.14,1.06,0.18,716465.0,1275588537.67,9.14,18.66,17.11,18.66,16.96,6.49,7.62,45.71,2.1,162.9,16106775484.0,-0.12,-0.12,5.93,7.26
732,301626,苏州天脉,79.0,1.05,0.82,35364.0,277445981.77,3.7,79.65,76.76,77.84,78.18,1.66,13.59,42.0,6.14,91.39,2056212000.0,0.28,0.08,-12.77,-15.04
733,300876,蒙泰高新,25.25,1.04,0.26,17161.0,43315769.0,3.56,25.69,24.8,24.99,24.99,1.04,2.51,-54.7,3.33,24.24,1726779931.0,0.0,0.0,-1.06,-7.85
734,300211,*ST亿通,6.82,1.04,0.07,106951.0,72413465.7,2.81,6.84,6.65,6.79,6.75,1.27,3.58,-38.85,4.42,20.73,2035646040.0,0.15,0.44,-44.87,-23.37
735,301092,争光股份,31.12,1.04,0.32,48709.0,151546207.76,3.54,31.69,30.6,30.61,30.8,1.36,8.04,43.03,2.18,41.72,1884312390.0,0.35,0.32,25.64,33.39
736,300957,贝泰妮,48.57,1.04,0.5,88270.0,425812607.76,3.72,48.98,47.19,48.05,48.07,0.7,2.08,181.49,3.53,205.74,20574252000.0,-0.02,0.19,2.97,15.4
737,605333,沪光股份,28.09,1.04,0.29,34515.0,95959793.0,2.77,28.1,27.33,27.8,27.8,0.95,0.79,32.94,5.54,122.69,12269040115.0,0.04,0.07,-23.98,-13.91
738,601857,中国石油,8.72,1.04,0.09,1467198.0,1277002931.0,1.39,8.75,8.63,8.66,8.63,1.63,0.09,8.52,1.02,15959.43,1411960518573.0,-0.11,-0.11,13.25,-2.46
739,600675,中华企业,2.92,1.04,0.03,249718.0,72461503.0,2.08,2.93,2.87,2.89,2.89,1.37,0.41,9.6,1.19,176.55,17654715167.0,0.0,-0.34,7.75,3.91
740,301187,欧圣电气,27.19,1.04,0.28,137498.0,375016296.04,5.5,28.08,26.6,26.92,26.91,2.03,20.57,28.16,4.85,69.32,1817267632.0,0.11,0.07,-4.83,13.53
741,301258,富士莱,32.03,1.04,0.33,66803.0,214976111.83,5.39,33.11,31.4,31.71,31.7,1.46,19.72,30.67,1.54,29.36,1084920160.0,0.0,0.31,28.58,35.61
742,605376,博迁新材,35.34,1.03,0.36,52988.0,185976975.0,3.0,35.58,34.53,34.95,34.98,1.28,2.03,48.29,5.84,92.45,9244944000.0,0.06,0.11,-13.08,22.07
743,000698,沈阳化工,3.93,1.03,0.04,209927.0,81557557.05,3.08,3.94,3.82,3.89,3.89,1.16,2.67,24.89,2.28,32.21,3087842159.0,0.51,0.51,16.96,16.62
744,000631,顺发恒业,2.94,1.03,0.03,153968.0,45015396.56,2.06,2.95,2.89,2.91,2.91,2.17,0.64,109.64,1.22,70.42,7042120507.0,0.0,0.34,0.68,0.0
745,301227,森鹰窗业,21.49,1.03,0.22,59589.0,128542186.72,6.58,22.2,20.8,21.31,21.27,1.72,17.56,-64.15,1.24,20.47,729261538.0,0.19,-0.32,23.22,32.65
746,601966,玲珑轮胎,14.72,1.03,0.15,397764.0,586080001.0,2.88,14.94,14.52,14.57,14.57,2.85,2.72,15.81,0.97,215.43,21542759494.0,-0.07,0.0,-18.09,-18.4
747,688283,坤恒顺维,26.59,1.03,0.27,6867.0,18018113.0,4.75,26.77,25.52,26.49,26.32,2.62,0.8,-1118.42,3.34,32.39,2273220873.0,-0.08,0.15,-7.58,8.0
748,601369,陕鼓动力,8.84,1.03,0.09,169205.0,150007146.0,2.4,8.97,8.76,8.78,8.75,2.16,1.0,15.4,1.67,152.54,14951686340.0,-0.11,-0.23,5.49,1.61
749,301372,科净源,22.82,1.02,0.23,45388.0,104473107.04,6.02,23.75,22.39,22.6,22.59,1.3,11.02,34.81,2.0,15.65,939509555.0,-0.09,0.22,7.95,12.58
750,603900,莱绅通灵,11.85,1.02,0.12,491100.0,583218738.0,6.22,12.18,11.45,12.0,11.73,0.79,14.38,35.86,2.1,40.65,4046879754.0,0.0,0.42,98.16,114.29
751,000993,闽东电力,9.92,1.02,0.1,191774.0,188305883.75,2.65,9.94,9.68,9.82,9.82,1.88,4.36,101.05,1.8,45.43,4362295914.0,0.0,0.0,16.02,18.8
752,600830,香溢融通,9.98,1.01,0.1,427675.0,426495077.0,5.06,10.22,9.72,9.83,9.88,1.04,9.41,48.62,2.08,45.34,4534141015.0,0.1,0.1,7.08,-14.55
753,001277,速达股份,44.51,1.0,0.44,28281.0,127695660.4,9.62,48.0,43.76,44.31,44.07,1.03,14.88,76.76,2.28,33.83,845690000.0,0.02,0.11,13.23,12.46
754,831627,力王股份,29.37,1.0,0.29,69738.0,209724989.53,8.87,31.4,28.82,29.04,29.08,2.17,14.9,107.19,6.26,27.74,1375029975.0,0.0,-0.44,-6.08,53.77
755,688611,杭州柯林,31.31,1.0,0.31,18478.0,57144412.0,3.23,31.5,30.5,31.01,31.0,0.84,1.2,255.42,5.5,48.03,4802628376.0,-0.03,0.03,-18.55,31.89
756,920019,铜冠矿建,23.12,1.0,0.23,42886.0,98615017.4,3.28,23.38,22.63,22.94,22.89,1.24,7.68,57.52,5.19,48.61,1291596488.0,-0.09,-0.09,-10.04,17.96
757,000958,电投产融,7.18,0.98,0.07,1050353.0,752646495.77,4.5,7.34,7.02,7.12,7.11,1.61,1.95,36.56,1.91,386.53,38652783424.0,0.0,0.0,20.47,15.25
758,688029,南微医学,67.28,0.98,0.65,18219.0,122598378.0,2.78,68.3,66.45,66.6,66.63,1.31,0.97,19.63,3.16,126.38,12638374552.0,0.0,0.07,-2.22,-0.46
759,603323,苏农银行,6.19,0.98,0.06,477193.0,293926435.0,1.79,6.2,6.09,6.11,6.13,0.88,2.6,6.46,0.63,113.59,11358883177.0,-0.16,0.0,20.66,17.01
760,603103,横店影视,16.41,0.98,0.16,77499.0,126728149.0,3.94,16.68,16.04,16.31,16.25,1.44,1.22,7.59,6.89,104.07,10407222000.0,0.0,0.06,22.1,14.04
761,300013,新宁物流,4.18,0.97,0.04,372273.0,154437125.16,4.59,4.27,4.08,4.13,4.14,0.85,8.35,100.7,11.29,23.34,1864534416.0,-0.24,0.0,18.75,20.46
762,301363,美好医疗,17.65,0.97,0.17,96786.0,171314520.85,4.81,18.17,17.33,17.43,17.48,2.11,6.19,48.39,2.88,100.41,2757872651.0,0.06,0.11,-14.49,-23.59
763,300546,雄帝科技,27.97,0.97,0.27,660124.0,1874552821.83,15.7,30.88,26.53,26.53,27.7,0.97,49.21,-124.57,4.8,52.2,3752265983.0,0.32,-0.64,39.99,66.69
764,300841,康华生物,60.66,0.97,0.58,35336.0,211153485.46,2.85,60.7,58.99,59.79,60.08,1.01,2.9,97.36,2.42,80.65,7394112242.0,0.0,0.07,2.1,13.3
765,000899,赣能股份,9.33,0.97,0.09,198470.0,183966389.0,2.16,9.35,9.15,9.22,9.24,1.9,2.03,11.79,1.62,91.03,9103073501.0,0.0,0.21,13.37,7.12
766,603605,珀莱雅,85.45,0.96,0.81,77349.0,655604014.0,2.07,85.6,83.85,84.64,84.64,0.89,1.96,21.69,6.42,338.59,33787366308.0,0.01,-0.04,-0.04,0.89
767,002128,电投能源,19.94,0.96,0.19,125682.0,250288850.91,2.48,20.17,19.68,19.8,19.75,1.23,0.56,7.17,1.23,446.97,44696975450.0,0.05,0.15,4.45,1.84
768,002059,云南旅游,5.25,0.96,0.05,204094.0,106380134.0,2.88,5.27,5.12,5.2,5.2,1.88,2.02,-27.67,3.87,53.15,5315282768.0,-0.19,0.0,-6.91,-2.6
769,000560,我爱我家,3.14,0.96,0.03,1529987.0,483082619.31,2.89,3.2,3.11,3.12,3.11,1.87,6.78,294.87,0.79,73.96,7081555317.0,-0.32,-0.32,-4.85,2.95
770,002478,常宝股份,5.31,0.95,0.05,165144.0,87299943.82,1.71,5.33,5.24,5.26,5.26,1.58,2.29,10.75,0.86,47.84,3821022571.0,0.19,0.19,6.84,4.73
771,688089,嘉必优,26.49,0.95,0.25,55434.0,144664318.0,3.93,26.59,25.56,26.27,26.24,1.25,3.29,24.77,2.79,44.59,4458508589.0,-0.04,0.42,4.0,39.2
772,600863,内蒙华电,4.23,0.95,0.04,717732.0,301679544.0,1.43,4.23,4.17,4.19,4.19,0.92,1.1,9.28,1.6,276.09,27608735441.0,0.0,0.0,9.87,-2.31
773,300047,天源迪科,15.08,0.94,0.14,875063.0,1355504749.37,9.5,16.25,14.83,15.7,14.94,2.23,15.92,181.98,2.94,96.17,8289762731.0,0.0,0.0,5.16,28.45
774,834950,迅安科技,19.28,0.94,0.18,19236.0,37185484.96,3.09,19.59,19.0,19.18,19.1,1.93,5.19,28.64,4.91,14.14,714324000.0,0.05,0.1,1.85,52.29
775,002773,康弘药业,32.3,0.94,0.3,141769.0,454121257.74,4.38,32.66,31.26,32.01,32.0,1.01,2.06,18.59,3.49,297.52,22179753632.0,0.4,-0.19,46.15,70.0
776,300729,乐歌股份,15.08,0.94,0.14,149947.0,226462119.12,4.02,15.36,14.76,14.94,14.94,1.84,4.69,24.86,1.44,51.47,4825821239.0,0.07,0.0,-7.6,-3.21
777,839946,华阳变速,9.66,0.94,0.09,73402.0,70796490.32,3.97,9.77,9.39,9.56,9.57,2.05,6.76,59.62,5.76,13.04,1048719179.0,0.0,-0.21,1.68,52.13
778,002039,黔源电力,16.07,0.94,0.15,82395.0,131774679.5,1.63,16.1,15.84,15.96,15.92,1.44,1.93,33.13,1.73,68.71,6870859085.0,0.0,0.19,10.07,5.31
779,603970,中农立华,14.97,0.94,0.14,107334.0,160514105.0,4.92,15.43,14.7,14.85,14.83,1.13,3.99,18.65,2.77,40.24,4023938006.0,0.0,0.07,7.31,5.42
780,000921,海信家电,27.89,0.94,0.26,114115.0,317729974.44,2.32,28.16,27.52,27.62,27.63,1.41,1.25,8.57,2.33,386.45,25430975710.0,-0.04,0.04,-2.14,-3.49
781,000598,兴蓉环境,7.49,0.94,0.07,145377.0,109006833.62,1.75,7.54,7.41,7.47,7.42,0.74,0.49,11.0,1.23,223.53,22281557000.0,0.13,0.13,15.94,-1.32
782,001228,永泰运,23.95,0.93,0.22,26676.0,63447065.16,3.2,24.15,23.39,23.79,23.73,1.46,2.57,16.61,1.51,24.88,2487557386.0,0.0,0.21,9.36,17.46
783,603179,新泉股份,45.6,0.93,0.42,63956.0,292374893.0,4.14,46.37,44.5,44.97,45.18,0.86,1.31,26.05,3.93,222.21,22221053098.0,-0.26,-0.2,1.06,6.79
784,603031,安孚科技,28.25,0.93,0.26,37113.0,104922232.0,3.68,28.89,27.86,27.88,27.99,1.24,1.76,20.95,3.21,59.64,5964140000.0,-0.11,0.5,-5.49,-0.39
785,002626,金达威,18.44,0.93,0.17,238365.0,443308169.49,4.6,19.05,18.21,18.48,18.27,2.09,3.91,23.1,2.56,112.47,11245537577.0,0.05,0.27,28.77,22.12
786,601991,大唐发电,3.25,0.93,0.03,1272473.0,413004032.0,2.17,3.28,3.21,3.22,3.22,1.69,1.03,6.72,1.86,601.47,40287289595.0,0.0,0.0,18.18,14.04
787,603790,雅运股份,18.6,0.92,0.17,42971.0,78790015.0,4.94,18.88,17.97,18.43,18.43,1.62,2.25,32.33,2.92,35.59,3559296000.0,0.11,0.11,40.27,70.64
788,688617,惠泰医疗,395.74,0.92,3.62,8709.0,349043278.0,4.26,407.95,391.26,392.12,392.12,1.09,0.9,52.53,14.13,384.86,38486068792.0,-0.01,0.13,8.03,6.29
789,688208,道通科技,29.68,0.92,0.27,186560.0,555108593.0,4.01,30.21,29.03,29.41,29.41,1.3,2.78,24.93,5.94,198.91,19891037970.0,0.03,0.1,5.7,13.85
790,000505,京粮控股,6.58,0.92,0.06,212085.0,138260431.02,2.91,6.6,6.41,6.5,6.52,1.69,3.41,92.84,1.52,47.83,4096151095.0,0.0,0.0,6.65,6.82
