日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-07,300862,23.98,20.75,23.98,20.75,52272,114745863.0,12.45,-20.01,-5.19,3.45
2025-04-08,300862,20.75,20.95,21.74,20.33,40804,85312457.0,6.8,0.96,0.2,2.69
2025-04-09,300862,20.42,21.78,22.0,18.76,59192,121017364.0,15.47,3.96,0.83,3.91
2025-04-10,300862,22.16,22.23,23.07,22.14,35865,81030856.0,4.27,2.07,0.45,2.37
2025-04-11,300862,22.0,22.68,22.96,21.7,29263,66254238.0,5.67,2.02,0.45,1.93
2025-04-14,300862,23.19,23.34,23.88,23.0,27345,63983744.0,3.88,2.91,0.66,1.81
2025-04-15,300862,23.48,22.97,23.61,22.88,20107,46488952.0,3.13,-1.59,-0.37,1.33
2025-04-16,300862,22.97,22.65,23.38,22.2,21908,49750119.0,5.14,-1.39,-0.32,1.45
2025-04-17,300862,22.69,22.9,23.36,22.41,23403,53919570.0,4.19,1.1,0.25,1.55
2025-04-18,300862,22.85,22.66,23.19,22.52,12976,29494777.0,2.93,-1.05,-0.24,0.86
2025-04-21,300862,22.45,23.23,23.45,22.45,24881,57164444.0,4.41,2.52,0.57,1.64
2025-04-22,300862,23.18,22.96,23.68,22.96,20284,47106768.0,3.1,-1.16,-0.27,1.34
2025-04-23,300862,23.0,23.39,23.65,23.0,19555,45617208.0,2.83,1.87,0.43,1.29
2025-04-24,300862,23.4,23.04,23.92,22.86,30533,71378180.0,4.53,-1.5,-0.35,2.02
2025-04-25,300862,23.03,22.92,23.22,22.78,16732,38440326.0,1.91,-0.52,-0.12,1.1
2025-04-28,300862,22.75,22.58,22.98,22.15,23243,52385460.0,3.62,-1.48,-0.34,1.53
2025-04-29,300862,22.53,22.5,22.65,22.0,24353,54499978.0,2.88,-0.35,-0.08,1.61
2025-04-30,300862,22.49,23.76,24.13,22.49,41618,98327932.0,7.29,5.6,1.26,2.75
2025-05-06,300862,23.81,25.01,25.14,23.76,46520,114779338.0,5.81,5.26,1.25,3.07
2025-05-07,300862,25.36,25.2,25.49,24.74,35734,89633822.0,3.0,0.76,0.19,2.36
2025-05-08,300862,25.14,27.63,27.93,24.9,91559,245245567.0,12.02,9.64,2.43,6.04
2025-05-09,300862,27.9,29.27,29.87,27.64,171342,497851328.0,8.07,5.94,1.64,11.31
2025-05-12,300862,29.11,30.07,30.25,28.5,124457,366708425.0,5.98,2.73,0.8,8.22
2025-05-13,300862,30.35,30.15,30.75,29.86,114096,345006084.0,2.96,0.27,0.08,7.53
2025-05-14,300862,29.86,28.19,30.14,26.6,182404,507621847.0,11.74,-6.5,-1.96,12.04
2025-05-15,300862,27.62,28.17,28.55,27.0,94654,263170728.0,5.5,-0.07,-0.02,6.25
2025-05-16,300862,28.36,29.34,29.8,28.36,86328,250670571.0,5.11,4.15,1.17,5.7
2025-05-19,300862,29.15,27.93,29.34,27.07,107606,301480726.0,7.74,-4.81,-1.41,7.1
2025-05-20,300862,28.07,28.22,28.57,27.8,58632,164848360.0,2.76,1.04,0.29,3.87
2025-05-21,300862,28.16,28.0,28.97,27.61,54080,152113365.0,4.82,-0.78,-0.22,3.57
2025-05-22,300862,28.0,27.92,28.68,27.7,46668,131251117.0,3.5,-0.29,-0.08,3.08
2025-05-23,300862,27.79,27.68,28.1,27.33,48909,135437063.0,2.76,-0.86,-0.24,3.23
2025-05-26,300862,27.6,28.07,28.35,27.28,51552,143620642.0,3.87,1.41,0.39,3.4
2025-05-27,300862,27.9,29.35,29.85,27.48,105998,305564561.0,8.44,4.56,1.28,7.0
2025-05-28,300862,29.53,28.93,29.57,28.75,43299,125878763.0,2.79,-1.43,-0.42,2.86
2025-05-29,300862,28.65,28.97,29.17,28.54,31355,90457339.0,2.18,0.14,0.04,2.07
2025-05-30,300862,28.98,28.34,29.09,28.16,35472,100704852.0,3.21,-2.17,-0.63,2.34
2025-06-03,300862,28.19,27.24,28.19,26.71,68113,186038799.0,5.22,-3.88,-1.1,4.5
2025-06-04,300862,26.91,26.69,27.17,26.6,50901,136614276.0,2.09,-2.02,-0.55,3.36
2025-06-05,300862,26.97,27.99,28.0,26.73,70762,194695574.2,4.76,4.87,1.3,4.67
