日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-07,603985,14.94,14.94,15.1,14.94,77069,115177345.0,0.96,-10.0,-1.66,1.75
2025-04-08,603985,13.45,13.85,14.18,13.45,564481,773069916.0,4.89,-7.3,-1.09,12.8
2025-04-09,603985,13.3,15.24,15.24,12.47,402430,560802232.0,20.0,10.04,1.39,9.13
2025-04-10,603985,16.15,15.85,16.6,15.71,472694,763284054.0,5.84,4.0,0.61,10.72
2025-04-11,603985,16.01,16.09,16.59,16.01,341285,554800756.0,3.66,1.51,0.24,7.74
2025-04-14,603985,16.3,16.47,16.7,15.97,289333,472987041.0,4.54,2.36,0.38,6.56
2025-04-15,603985,16.48,16.16,16.5,15.98,165105,266540189.0,3.16,-1.88,-0.31,3.75
2025-04-16,603985,15.98,16.37,16.74,15.94,198685,323554294.0,4.95,1.3,0.21,4.51
2025-04-17,603985,16.04,17.0,17.25,16.04,305459,516669506.0,7.39,3.85,0.63,6.93
2025-04-18,603985,17.0,16.75,17.4,16.67,193464,327503723.0,4.29,-1.47,-0.25,4.39
2025-04-21,603985,16.56,16.83,17.11,16.46,174303,292757809.0,3.88,0.48,0.08,3.95
2025-04-22,603985,16.88,16.31,16.96,16.26,141287,232875867.0,4.16,-3.09,-0.52,3.2
2025-04-23,603985,16.38,16.26,16.49,16.1,113834,185819830.0,2.39,-0.31,-0.05,2.58
2025-04-24,603985,16.37,15.79,16.43,15.65,115533,183652583.0,4.8,-2.89,-0.47,2.62
2025-04-25,603985,15.68,15.36,15.83,15.35,125195,194407352.0,3.04,-2.72,-0.43,2.84
2025-04-28,603985,15.59,16.9,16.9,15.46,185381,304153158.0,9.38,10.03,1.54,4.21
2025-04-29,603985,17.55,17.2,17.91,16.73,431174,741910192.0,6.98,1.78,0.3,9.78
2025-04-30,603985,17.23,18.1,18.92,17.23,614607,1120116729.0,9.83,5.23,0.9,13.94
2025-05-06,603985,18.05,19.02,19.38,17.95,587556,1103229527.0,7.9,5.08,0.92,13.33
2025-05-07,603985,18.8,18.32,18.83,18.06,404181,744012610.0,4.05,-3.68,-0.7,9.17
2025-05-08,603985,18.31,18.02,18.35,18.0,265014,480987659.0,1.91,-1.64,-0.3,6.01
2025-05-09,603985,17.86,17.85,18.13,17.64,190493,339322997.0,2.72,-0.94,-0.17,4.32
2025-05-12,603985,18.24,18.44,18.54,18.05,292217,535911094.0,2.75,3.31,0.59,6.63
2025-05-13,603985,18.65,18.39,19.15,18.31,276552,516246391.0,4.56,-0.27,-0.05,6.27
2025-05-14,603985,18.8,18.32,18.98,18.23,229328,426438274.0,4.08,-0.38,-0.07,5.2
2025-05-15,603985,18.0,17.89,18.26,17.49,192968,342155563.0,4.2,-2.35,-0.43,4.38
2025-05-16,603985,17.97,17.88,18.09,17.76,111071,198932244.0,1.84,-0.06,-0.01,2.52
2025-05-19,603985,17.8,17.73,17.89,17.1,147741,257877452.0,4.42,-0.84,-0.15,3.35
2025-05-20,603985,17.6,17.7,17.9,17.32,139430,245770445.0,3.27,-0.17,-0.03,3.16
2025-05-21,603985,17.71,17.44,17.79,17.2,120712,210324641.0,3.33,-1.47,-0.26,2.74
2025-05-22,603985,17.53,16.7,17.74,16.64,181038,310089737.0,6.31,-4.24,-0.74,4.11
2025-05-23,603985,16.62,15.75,16.65,15.4,384766,613460810.0,7.49,-5.69,-0.95,8.73
2025-05-26,603985,15.6,16.41,16.59,15.52,221584,358253874.0,6.79,4.19,0.66,5.03
2025-05-27,603985,16.41,16.12,16.48,16.04,119063,192831979.0,2.68,-1.77,-0.29,2.7
2025-05-28,603985,16.2,15.99,16.25,15.86,98543,157639557.0,2.42,-0.81,-0.13,2.24
2025-05-29,603985,15.99,16.16,16.24,15.94,109527,176524579.0,1.88,1.06,0.17,2.48
2025-05-30,603985,16.07,15.64,16.07,15.53,125154,196556096.0,3.34,-3.22,-0.52,2.84
2025-06-03,603985,15.35,15.58,15.65,15.32,77264,119891874.0,2.11,-0.38,-0.06,1.75
2025-06-04,603985,15.63,15.83,15.96,15.63,105759,167255780.0,2.12,1.6,0.25,2.4
2025-06-05,603985,15.82,16.43,16.5,15.77,212710,346156943.0,4.61,3.79,0.6,4.82
