日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-07,688173,12.0,10.99,12.0,10.03,106062,115605989.0,15.71,-12.36,-1.55,4.42
2025-04-08,688173,10.96,11.01,11.39,10.7,58944,64846707.0,6.28,0.18,0.02,2.45
2025-04-09,688173,10.73,11.75,12.13,10.2,97587,111879610.0,17.53,6.72,0.74,4.06
2025-04-10,688173,11.95,12.12,12.42,11.95,60077,73304951.0,4.0,3.15,0.37,2.5
2025-04-11,688173,12.02,13.19,13.69,11.94,200672,262029173.0,14.44,8.83,1.07,8.36
2025-04-14,688173,13.41,12.96,13.51,12.88,110568,144327206.0,4.78,-1.74,-0.23,4.6
2025-04-15,688173,13.05,12.92,13.05,12.58,73756,94333323.0,3.63,-0.31,-0.04,3.07
2025-04-16,688173,12.88,12.86,13.29,12.5,79862,103019507.0,6.11,-0.46,-0.06,3.33
2025-04-17,688173,12.75,13.08,13.66,12.75,111646,148708641.0,7.08,1.71,0.22,4.65
2025-04-18,688173,13.02,12.82,13.26,12.79,54819,70949269.0,3.59,-1.99,-0.26,2.28
2025-04-21,688173,12.85,12.78,12.89,12.66,50216,64142779.0,1.79,-0.31,-0.04,2.09
2025-04-22,688173,12.78,12.54,12.83,12.49,49572,62443167.0,2.66,-1.88,-0.24,2.06
2025-04-23,688173,12.69,12.42,12.78,12.39,57966,72494083.0,3.11,-0.96,-0.12,2.41
2025-04-24,688173,12.5,11.72,12.5,11.55,122435,145933057.0,7.65,-5.64,-0.7,5.1
2025-04-25,688173,11.69,11.62,11.75,11.45,55356,64142889.0,2.56,-0.85,-0.1,2.31
2025-04-28,688173,11.61,11.6,11.75,11.36,37126,42986494.0,3.36,-0.17,-0.02,1.55
2025-04-29,688173,11.48,12.81,12.85,11.48,129335,159983798.0,11.81,10.43,1.21,5.39
2025-04-30,688173,12.87,13.01,13.23,12.71,91520,119499272.0,4.06,1.56,0.2,3.81
2025-05-06,688173,13.08,13.18,13.28,12.9,96831,126708353.0,2.92,1.31,0.17,4.03
2025-05-07,688173,13.2,12.97,13.24,12.8,79717,103454050.0,3.34,-1.59,-0.21,3.32
2025-05-08,688173,12.9,12.92,12.99,12.7,48614,62566426.0,2.24,-0.39,-0.05,2.02
2025-05-09,688173,12.91,12.61,12.93,12.39,84875,107512491.0,4.18,-2.4,-0.31,3.53
2025-05-12,688173,12.7,12.72,12.93,12.62,60605,77128341.0,2.46,0.87,0.11,2.52
2025-05-13,688173,12.82,12.52,12.88,12.47,47169,59497244.0,3.22,-1.57,-0.2,1.96
2025-05-14,688173,12.61,12.35,12.7,12.27,54556,67731470.0,3.43,-1.36,-0.17,2.27
2025-05-15,688173,12.4,12.08,12.4,12.04,35511,43141604.0,2.91,-2.19,-0.27,1.48
2025-05-16,688173,12.19,12.21,12.39,12.09,36828,45179448.0,2.48,1.08,0.13,1.53
2025-05-19,688173,12.39,12.66,12.68,12.26,69523,87012811.0,3.44,3.69,0.45,2.9
2025-05-20,688173,12.7,13.25,13.38,12.56,117215,152010593.0,6.48,4.66,0.59,4.88
2025-05-21,688173,13.22,13.76,14.09,12.82,247707,336280296.0,9.58,3.85,0.51,10.32
2025-05-22,688173,14.99,15.24,16.51,14.99,428295,672632379.0,11.05,10.76,1.48,17.84
2025-05-23,688173,14.51,13.56,14.6,13.55,329718,461762518.0,6.89,-11.02,-1.68,13.73
2025-05-26,688173,14.0,13.62,14.08,13.34,163578,222587369.0,5.46,0.44,0.06,6.81
2025-05-27,688173,13.8,13.71,13.9,13.34,119652,162466176.0,4.11,0.66,0.09,4.98
2025-05-28,688173,13.7,13.37,14.05,13.3,116017,157317293.0,5.47,-2.48,-0.34,4.83
2025-05-29,688173,13.55,13.87,13.94,13.38,146607,201091715.0,4.19,3.74,0.5,6.11
2025-05-30,688173,13.74,13.11,13.75,13.09,129886,172538289.0,4.76,-5.48,-0.76,5.41
2025-06-03,688173,13.06,13.17,13.4,12.93,72975,96573139.0,3.59,0.46,0.06,3.04
2025-06-04,688173,13.2,13.28,13.45,13.11,62149,82690397.0,2.58,0.84,0.11,2.59
2025-06-05,688173,13.45,13.79,13.86,13.36,129764,177018411.0,3.77,3.84,0.51,5.4
